dp_id,dp_name,dp_latitude,dp_longitude,dp_address,dp_phone,dp_category,mt_id,mt_name,mt_latitude,mt_longitude,mt_address,mt_phone,mt_category,label
72415903,天尝喱脊肉串,31.943483,118.82226,胜太东路8号同曦假日百货B1层 静月花园东北,,购物 更多购物场所,8407543,天尝哩脊肉串（金鹰店）,31.932031,118.82093,南京市江宁区秣陵街道双龙大道1688号江宁金鹰购物广场B2层AB2-00355,17327090326,美食 烤物类小吃,0
95242148,天尝喱脊肉串,31.932006,118.820419,双龙大道1688号金鹰天地广场LG2层,13805167228,美食 炸鸡炸串,8407543,天尝哩脊肉串（金鹰店）,31.932031,118.82093,南京市江宁区秣陵街道双龙大道1688号江宁金鹰购物广场B2层AB2-00355,17327090326,美食 烤物类小吃,1
132589904,花千醉小酒馆,31.943636,118.822372,双龙大道1351号同曦万尚城五楼（海底捞对面） 地铁1号线胜太路站1号出口,52750752,美食 南京/江浙菜,8412177,花千醉（同曦店）,31.942414,118.82222,南京市江宁区双龙大道1351号,025-52750752,美食 本帮江浙菜,1
4553218,绝味鸭脖,31.943262,118.78827,胜太西路168号百家湖超市内 近南航江宁校区,15077868862;18613137713,美食 卤味鸭脖,51278,绝味鸭脖（胜太西路店),31.943161,118.788198,南京市江宁区秣陵街道胜太西路166号前进工业园内4栋商贸楼3-1号房屋,13515123155,美食 卤味类小吃,0
5610011,唐小二汤包店,31.94462,118.81437,胜太路61号 近临淮路,13160090820,美食 江浙小吃,8440637,唐小二汤包店（馄饨•面条•牛肉汤）,31.944678,118.814356,南京市江宁开发区第一城花园07幢101-106,18755518832,美食 包子/生煎,0
10593960,馄饨店,31.941359,118.802844,通淮街53-12号,,美食 面馆,8440637,唐小二汤包店（馄饨•面条•牛肉汤）,31.944678,118.814356,南京市江宁开发区第一城花园07幢101-106,18755518832,美食 包子/生煎,0
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8448109,品尚鲜海鲜·私房菜（百家湖口碑店）,31.930496,118.804227,南京市江宁区秣陵街道通淮街335号百家湖伦敦城二期1-3幢355室,18913343777,美食 海鲜,0
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8448109,品尚鲜海鲜·私房菜（百家湖口碑店）,31.930496,118.804227,南京市江宁区秣陵街道通淮街335号百家湖伦敦城二期1-3幢355室,18913343777,美食 海鲜,0
91999621,麻辣小煮托乐嘉店,31.943106,118.787141,胜太西路188号乐尚二期3楼,18261927750,美食 麻辣烫,9797618,花甲小贝（托乐嘉店）,31.94386,118.78858,南京市江宁开发区胜太西路166号前进工业园D4,15856110160,美食 花甲粉,0
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8454996,美亦粥(百家湖),31.943861,118.823471,南京市江宁区同曦街A一2一33一1,18114920370,美食 包子/生煎,0
92121699,粥,31.940442,118.823171,秣陵街道池田路9号艺术家园商铺112室 江宁开发区,18014450063,美食 快餐简餐,8454996,美亦粥(百家湖),31.943861,118.823471,南京市江宁区同曦街A一2一33一1,18114920370,美食 包子/生煎,0
24010403,美满吉,31.94314,118.802619,通淮街11号华联超市旁,13372016969,美食 快餐简餐,70547,美满吉（长白街店）,31.937095,118.790312,长白街63号,15850508004;13327808317,美食 炸鸡炸串,0
50575564,美满吉,31.943946,118.784849,托乐嘉花园小商铺,,美食 快餐简餐,70547,美满吉（长白街店）,31.937095,118.790312,长白街63号,15850508004;13327808317,美食 炸鸡炸串,0
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8475056,勿相忘串串香（百家湖店）,31.931427,118.81856,双龙大道1680号百家湖1912街区6号楼101,025-52153584;17714368857;13047531106,美食 串串香,0
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8475056,勿相忘串串香（百家湖店）,31.931427,118.81856,双龙大道1680号百家湖1912街区6号楼101,025-52153584;17714368857;13047531106,美食 串串香,0
79802860,勿相忘串串香,31.930713,118.818227,佳湖东路1912街区内,52153584,美食 串串香,8475056,勿相忘串串香（百家湖店）,31.931427,118.81856,双龙大道1680号百家湖1912街区6号楼101,025-52153584;17714368857;13047531106,美食 串串香,1
69218587,渝利火锅,31.929671,118.820637,双龙大道1698号景枫中心广场F405-1,86155855,美食 重庆火锅,8478801,渝利火锅（景枫店）,31.940895,118.821257,南京市江宁区双龙大道景枫广场1698号F405/1,15399825390,美食 川渝火锅,1
91691340,高大师啤酒屋,31.930799,118.818287,佳湖东路百家湖1912商业广场C区1层,,美食 西餐,8479908,高大师,31.931246,118.818094,南京市江宁区秣陵街道双龙大道1680号俱乐部休闲区30幢百家湖1912街区5#102铺位,18020161473;18014803503,美食 炸物类小吃,1
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8485821,鱼铺本店（百家湖景枫店）,31.9297,118.82092,南京市江宁区秣陵街道双龙大道1698号南京景枫购物中心B121,13913945021,美食 日本料理,0
130287926,鱼铺本店,31.9297,118.82092,双龙大道景枫负一层,15961253020,美食 小吃快餐,8485821,鱼铺本店（百家湖景枫店）,31.9297,118.82092,南京市江宁区秣陵街道双龙大道1698号南京景枫购物中心B121,13913945021,美食 日本料理,1
24270311,江宁,31.93992,118.82259,江宁秣陵街道池田路1号湖东公寓1,15850508995,美食 快餐简餐,8490527,名酌苑（江宁胜利路店）,31.947224,118.816661,江宁区胜利路91号昂鹰大厦102、103、104室,13814031065;02552731667,美食 其他地方菜,0
132937049,名酌苑私房菜,31.947224,118.816661,江宁区胜利路91号昂鹰大厦102、103、104室,52731667,美食 私房菜,8490527,名酌苑（江宁胜利路店）,31.947224,118.816661,江宁区胜利路91号昂鹰大厦102、103、104室,13814031065;02552731667,美食 其他地方菜,1
130647800,LELECHA乐乐茶,31.930439,118.819145,双龙大道1698号F123号铺kingmo一楼西门,52196940,美食 茶饮果汁,8491876,LELECHA乐乐茶（景枫广场店）,31.930439,118.819146,双龙大道1698号F123号铺kingmo一楼西门,17768146502,甜点饮品,1
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8492865,南京银城皇冠假日酒店(百家湖店),31.94222,118.81845,南京市江宁经济技术开发区佳湖东路9号01幢,18112929396;13601455282,美食 其他饭类套餐,0
13820518,南京银城皇冠假日酒店,31.942208,118.818664,佳湖东路9号 近胜太路地铁站、百家湖,81038888,酒店 豪华型,8492865,南京银城皇冠假日酒店(百家湖店),31.94222,118.81845,南京市江宁经济技术开发区佳湖东路9号01幢,18112929396;13601455282,美食 其他饭类套餐,1
22512826,新皇冠假日酒店,31.945319,118.821728,胜太路君铂大厦20层 胜太路地铁2号出口,15850690361,酒店 经济型,8492865,南京银城皇冠假日酒店(百家湖店),31.94222,118.81845,南京市江宁经济技术开发区佳湖东路9号01幢,18112929396;13601455282,美食 其他饭类套餐,0
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8492865,南京银城皇冠假日酒店(百家湖店),31.94222,118.81845,南京市江宁经济技术开发区佳湖东路9号01幢,18112929396;13601455282,美食 其他饭类套餐,0
102451642,签王之王·王牌串串,31.944002,118.81054,胜太路38-17号,86199717;18951077878,美食 串串香,8493739,签王之王火锅·冒菜·串串（胜太路店）,31.943993,118.810614,南京市江宁区胜太西路枫情佳园38号3幢17号（江宁开发区）,18951077878,美食 麻辣烫/关东煮,1
106729877,胜太路,31.943606,118.821678,南京市江宁区,,生活服务 公交车,8493739,签王之王火锅·冒菜·串串（胜太路店）,31.943993,118.810614,南京市江宁区胜太西路枫情佳园38号3幢17号（江宁开发区）,18951077878,美食 麻辣烫/关东煮,0
24270311,江宁,31.93992,118.82259,江宁秣陵街道池田路1号湖东公寓1,15850508995,美食 快餐简餐,8524204,筋牛座（江宁弘阳店）,31.94459,118.820747,南京市江宁区经济技术开发区双龙大道1222号弘阳家居江宁店B2层B2033号,18914736827,美食 麻辣香锅,0
131029774,筋牛座,31.94459,118.820747,江宁弘扬家居MALL负二层,18851020690,美食 快餐简餐,8524204,筋牛座（江宁弘阳店）,31.94459,118.820747,南京市江宁区经济技术开发区双龙大道1222号弘阳家居江宁店B2层B2033号,18914736827,美食 麻辣香锅,1
113945718,卡方汉堡,31.943851,118.788656,胜太路大市场内,15195954309;15150596040,美食 西式简餐,148673,卡方汉堡（胜太西路店）,31.943851,118.788656,胜太路大市场内,15195954309;15150596040,美食,1
918090667,卡方汉堡,31.938075,118.802232,平泰街1号,,美食 西式简餐,148673,卡方汉堡（胜太西路店）,31.943851,118.788656,胜太路大市场内,15195954309;15150596040,美食,0
21312858,桥头排骨,31.943302,118.788161,胜太西路170号南航北门公交站后呱呱美食荟内,13913801138,美食 快餐简餐,160446,桥头排骨（南航店）,31.943111,118.78819,胜太西路168号，呱呱美食汇内,13913801138,美食 炸物类小吃,1
92414126,载韩家炒酸奶桥头排骨,31.944057,118.785689,秣陵街道将军大道9号托乐嘉小商铺1幢252室,13815916819,美食 快餐简餐,160446,桥头排骨（南航店）,31.943111,118.78819,胜太西路168号，呱呱美食汇内,13913801138,美食 炸物类小吃,0
21717501,大脸鸡排,31.933682,118.803712,通淮街261号,18512559557,美食 快餐简餐,162687,大脸鸡排（通淮街店）,31.933963,118.803685,通淮街261号(开发区交巡警中队对面）,18512559557,美食 炸物类小吃,1
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8557571,源香汇鱼头沾饼（百家湖店）,31.935533,118.807496,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺2,025-52128799,美食 干锅,0
5537350,源香汇,31.935225,118.803578,通淮街159号 允琪水果超市旁边，鼎裕宾馆对面,52128799,美食 家常菜,8557571,源香汇鱼头沾饼（百家湖店）,31.935533,118.807496,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺2,025-52128799,美食 干锅,0
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8557571,源香汇鱼头沾饼（百家湖店）,31.935533,118.807496,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺2,025-52128799,美食 干锅,0
129616780,源香汇鱼头沾饼,31.935535,118.807363,利源中路88号,15380773098,美食 淮扬菜,8557571,源香汇鱼头沾饼（百家湖店）,31.935533,118.807496,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺2,025-52128799,美食 干锅,1
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8558486,於氏虾神•苏北小炒（百家湖店）,31.935272,118.807014,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺3,13914493679,美食 本帮江浙菜,0
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8558486,於氏虾神•苏北小炒（百家湖店）,31.935272,118.807014,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺3,13914493679,美食 本帮江浙菜,0
106729877,胜太路,31.943606,118.821678,南京市江宁区,,生活服务 公交车,8571408,便利蜂(胜太路99号4号楼店),31.94501,118.819668,江苏省南京市江宁区胜太路99号4号1楼101-2楼单元,15298378736;4000001234,超市便利,0
114520234,便利蜂,31.944639,118.822613,胜太东路同曦鸣城A-9-101号,18851057007,购物 超市/便利店,8571408,便利蜂(胜太路99号4号楼店),31.94501,118.819668,江苏省南京市江宁区胜太路99号4号1楼101-2楼单元,15298378736;4000001234,超市便利,0
130403734,集渔·泰式海鲜火锅,31.930839,118.818514,百家湖1912街区景枫与金鹰交界处 地铁1号口100米,18019451287,美食 东南亚菜,8572334,集渔·泰式海鲜火锅（麻辣烫）,31.930809,118.818859,南京市江宁区双龙大道1680号百家湖1912街区6栋102.103.105室（江宁开发区）,18061485475,美食 火锅,1
23040498,N多寿司,31.943887,118.822054,双龙大道1355号同曦假日百货B1层,15305182018,美食 寿司,184577,N多寿司（同曦假日百货店）,31.944414,118.821991,同曦大厦负一层,15305182018,美食 日本料理,1
121818309,N多寿司,31.931925,118.820326,双龙大道1688号金鹰国际购物中心负二楼金鹰超市内,18551712718,美食 寿司,184577,N多寿司（同曦假日百货店）,31.944414,118.821991,同曦大厦负一层,15305182018,美食 日本料理,0
24270311,江宁,31.93992,118.82259,江宁秣陵街道池田路1号湖东公寓1,15850508995,美食 快餐简餐,8582976,电台巷火锅冒菜（江宁金鹰店）,31.931327,118.820534,南京市江宁区双龙大道江宁金鹰购物中心4FA04-00212号商铺（江宁开发区）,18094243825;17634622520,美食 冒菜,0
23717652,酸菜鸡米饭,31.943786,118.788577,胜太西路166号胜太路大市场内,13151090936,美食 快餐简餐,195462,酸菜鸡米饭,31.943757,118.788569,胜太西路166号胜太路大市场,13151090936,美食 其他饭类套餐,1
65685100,脆皮鸡米饭,31.944995,118.78687,江宁开发区将军大道9号托乐嘉小商铺1幢203室,15850577219,美食 快餐简餐,195462,酸菜鸡米饭,31.943757,118.788569,胜太西路166号胜太路大市场,13151090936,美食 其他饭类套餐,0
79432555,瓦香鸡米饭,31.944518,118.78554,秣陵街道将军大道9号托乐嘉花园西2幢264室,18360852202,美食 快餐简餐,195462,酸菜鸡米饭,31.943757,118.788569,胜太西路166号胜太路大市场,13151090936,美食 其他饭类套餐,0
23736550,严家大个馄饨,31.938437,118.800933,平泰街太平商贸中心旁,18914484178,美食 馄饨,8584826,严家大个馄饨,31.938525,118.801291,南京市江宁区秣陵街道平泰街78号商贸中心76号。,18914478481,美食 馄饨,1
57661062,小二饭店,31.937357,118.801864,江宁太平农贸市场内,15850635385,美食 小吃,8592124,小二饭店,31.937566,118.801981,江宁开发区太平农贸市场,15850635385,美食 川菜,1
22948539,太平便利店,31.93759,118.801857,通淮街太平农贸市场27号 太平农贸市场内,13218898963,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
27241819,好的便利店,31.944284,118.815981,胜太路88号16室,13851852939,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
97838694,宁远便利店,31.937888,118.802911,开发区太平农贸市场,13776556306,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
101896848,罗森便利店,31.942279,118.793262,南京航空航天大学将军路校区东区图书馆楼下 WHOSE COFFEE旁,,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
102742733,宗腾便利店,31.938384,118.807618,利源中路77号 百家湖国际花园5栋,13705143538,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
129989840,金轮便利店,31.947832,118.818854,胜利路99号名家科技大厦,15359934621,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
131572437,享买便利店,31.947592,118.817926,胜利路99号名家科技大厦101室,15359934621,购物 超市/便利店,8593070,京东便利店（胜太西路店）,31.943633,118.804781,南京市江宁区江宁开发区湖滨世纪花园31-103,13151050888,超市便利,0
15128487,85度C,31.942462,118.822219,双龙大道1351号万尚城1楼,52111685,美食 面包烘焙,205052,85度C（南京双龙店）,31.942462,118.822219,江苏省南京市江宁区双龙大道1351号万尚城1楼,025-52111685,美食,1
50605927,麻辣香锅,31.94368,118.82208,胜太路8号同曦假日百货B1层,15105148617,美食 干锅/香锅,8594670,川越冒菜麻辣香锅（同曦店）,31.943363,118.823351,南京市江宁区秣陵街道同曦鸣城A-2幢53室,13767675706,美食 冒菜,0
58272674,牛人码头潮汕牛肉火锅,31.943176,118.798386,胜太西路59号 静淮街与胜太西路十字旁,52692099,美食 潮汕牛肉火锅,8597041,牛人码头潮汕牛肉火锅（胜太路店）,31.943176,118.798386,南京市江宁区秣陵街道胜太西路59号胜太商住楼A幢114室,025-52692099,美食 潮汕火锅,1
75147348,濠顺潮汕牛肉火锅,31.935158,118.807118,百家湖大街高尔夫国际花园19-1 利源中路与百家湖大街交叉口,52163223;15816617586,美食 潮汕牛肉火锅,8597041,牛人码头潮汕牛肉火锅（胜太路店）,31.943176,118.798386,南京市江宁区秣陵街道胜太西路59号胜太商住楼A幢114室,025-52692099,美食 潮汕火锅,0
6082819,鲜芋仙,31.942975,118.786178,将军大道9号托乐嘉商业街1楼,52351717,美食 甜品,214293,鲜芋仙（托乐嘉店）,31.943704,118.785736,南京市江宁区秣陵街道将军大道9号苏果超市将军大道购物广场一层105商铺,02552351717;13951812409,甜点饮品,1
22577452,一品海鲜烧烤,31.947335,118.822671,秣陵街道上元大街88号金王府商业街B1区-3号,19825052900,美食 烧烤,214666,一品海鲜烧烤（金王府店）,31.947335,118.822671,南京市江宁区秣陵街道上元大街88号金王府商业街B1区-3号,15150678990,美食 烧烤,1
126088312,桃花岛海鲜烧烤,31.944268,118.815784,胜太路88-18号 南京银行对面,18705171777,美食 融合烤肉,214666,一品海鲜烧烤（金王府店）,31.947335,118.822671,南京市江宁区秣陵街道上元大街88号金王府商业街B1区-3号,15150678990,美食 烧烤,0
1344569581,湘紫轩私房菜馆,31.946118,118.822583,胜太东路悦恒君铂2幢（胜太东路与严柳街交叉口正北100米 悦恒君铂世纪华联超市旁,18068801168,美食 湘菜,218664,农家私房菜馆(金王府店),31.948287,118.822524,金王府商业街B1-43号,13776560853,美食 本帮江浙菜,0
129388573,嘦大肚皮龙虾烧烤石锅鸡,31.94401,118.80039,胜太西路62号B座101 亚朵酒店旁,51835158;15365021988,美食 小龙虾,8608369,嘦大肚皮龙虾烧烤石锅鸡（胜太路店）,31.943629,118.802543,南京市江宁区秣陵街道胜太西路62号B座101,18205140501,美食 小龙虾,1
2742433,肯德基,31.943056,118.786061,将军大道9号一层 近胜太西路,52146195,美食 快餐简餐,247935,肯德基宅急送（胜太店）,31.94353,118.786464,南京市江宁开发区将军大道9号一层,4009208801,美食 汉堡,1
5857070,肯德基,31.942665,118.822031,双龙大道1351号同曦万尚城B1楼 近地铁1号线胜太路站,52760391,美食 快餐简餐,247972,肯德基宅急送（同曦万尚店）,31.942859,118.822197,南京市江宁区双龙大道1351号,4009208801,美食 汉堡,1
15125836,肯德基,31.941865,118.82175,金箔路苏宁电器旁,,美食 快餐简餐,247972,肯德基宅急送（同曦万尚店）,31.942859,118.822197,南京市江宁区双龙大道1351号,4009208801,美食 汉堡,0
58780437,肯德基,31.942918,118.822044,江宁开发区双龙大道以东同曦尚城,52760391,美食 快餐简餐,247972,肯德基宅急送（同曦万尚店）,31.942859,118.822197,南京市江宁区双龙大道1351号,4009208801,美食 汉堡,0
98752216,肯德基,31.93014,118.818723,双龙大道1680号1912街区9-102,4009208801,美食 快餐简餐,247972,肯德基宅急送（同曦万尚店）,31.942859,118.822197,南京市江宁区双龙大道1351号,4009208801,美食 汉堡,0
127165348,宅急送,31.948816,118.821312,江宁区双龙大道1229号三色商务楼,,生活服务 物流快递,247972,肯德基宅急送（同曦万尚店）,31.942859,118.822197,南京市江宁区双龙大道1351号,4009208801,美食 汉堡,0
13861643,黄焖鸡,31.94444,118.7871,胜太西路 近将军大道,13770304606,美食 快餐简餐,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
15102697,正宗黄焖鸡米饭,31.943804,118.78833,胜太西路166号南航后街大市场d5,18051981919,美食 黄焖鸡,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
19217034,荣福居黄焖鸡米饭,31.943741,118.78837,胜太路168号胜太路大市场内C2,15895833441,美食 黄焖鸡,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
19826576,彭德楷黄焖鸡米饭,31.943813,118.785838,将军大道托乐嘉蜀烩冒菜旁,15951932112,美食 黄焖鸡,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
43931697,彭德楷黄焖鸡米饭,31.943653,118.785471,将军大道托乐嘉社区,13776546212,美食 快餐简餐,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
48585744,陶福记黄焖鸡米饭,31.940139,118.800994,托乐嘉商业街148号,15850673224,美食 快餐简餐,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,1
66422199,杨铭宇黄焖鸡米饭,31.944457,118.785482,秣陵街道将军大道9号托乐嘉花园西2栋129号 托乐嘉商业街老成都面馆旁边汗蒸馆对面,13914857552;15077827225,美食 黄焖鸡,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
83505232,泉味源黄焖鸡米饭,31.943191,118.798636,胜太西路太平花苑北区底商,18551630028,美食 黄焖鸡,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
105865319,胡红华黄焖鸡米饭,31.943286,118.79982,胜太西路-顺翔东街59-14号,18912953376,美食 黄焖鸡,252556,陶福记黄焖鸡米饭,31.944569,118.786258,将军大道9号托乐嘉花园148号,15261495116,美食,0
24270311,江宁,31.93992,118.82259,江宁秣陵街道池田路1号湖东公寓1,15850508995,美食 快餐简餐,8642341,metoocate蜜桃餐厅（江宁金鹰店）,31.931416,118.820748,南京江宁经济技术开发区双龙大道1688号江宁金鹰购物中心4F-012商铺,2585678617,美食 本帮江浙菜,0
57294283,屋头串串香旗舰店,31.939024,118.807529,利源中路73号,52101877,美食 串串香,8654273,屋头串串香（利源中路店）,31.939264,118.807581,南京市江宁区秣陵街道利源中路73号101室A101-5商铺,2551087721,美食 串串香,1
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8679744,久久丫鸭脖（南京江宁百家湖店）,31.93779,118.80763,南京市江宁区淳溪镇利源中路99号BHG北京华联超市收银线出口处,18021411662,美食 卤味类小吃,0
24270311,江宁,31.93992,118.82259,江宁秣陵街道池田路1号湖东公寓1,15850508995,美食 快餐简餐,8679744,久久丫鸭脖（南京江宁百家湖店）,31.93779,118.80763,南京市江宁区淳溪镇利源中路99号BHG北京华联超市收银线出口处,18021411662,美食 卤味类小吃,0
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8679744,久久丫鸭脖（南京江宁百家湖店）,31.93779,118.80763,南京市江宁区淳溪镇利源中路99号BHG北京华联超市收银线出口处,18021411662,美食 卤味类小吃,0
4499733,百家湖,31.941225,118.811775,双龙大道1680号,,景点 自然风光,8685681,碉堡烤鱼（百家湖店）,31.932788,118.819184,双龙大道1680号凤凰港商城2-101,2558322663,美食 烤鱼,0
21224045,碉堡烤鱼,31.934028,118.818688,江宁金鹰西门对面世纪缘国际会议中心东门 百家湖旁,87738188,美食 烤鱼,8685681,碉堡烤鱼（百家湖店）,31.932788,118.819184,双龙大道1680号凤凰港商城2-101,2558322663,美食 烤鱼,1
50602412,百家湖,31.930852,118.818209,江宁开发区百家湖1912街区7号楼,52397277;52397967,休闲娱乐 按摩/足疗,8685681,碉堡烤鱼（百家湖店）,31.932788,118.819184,双龙大道1680号凤凰港商城2-101,2558322663,美食 烤鱼,0
