id,province,city,district,name,score,comment_number,month_sales,avg_price,category,image,delivery_time,delivery_tip,delivery_type,min_price,shipping_fee,phone,address,lat,lng,hours,discounts,tip,recommend,trade_area,buz_code,is_online,menu_categories
8448109,江苏省,南京市,江宁区,品尚鲜海鲜·私房菜（百家湖口碑店）,5.0,72.0,月售153,人均 ¥32,美食 海鲜,http://p0.meituan.net/business/e2845d956aef07aba827cdbdd38f3161275180.png,30分钟,,1.0,起送 ¥20,免配送费,18913343777,南京市江宁区秣陵街道通淮街335号百家湖伦敦城二期1-3幢355室,31.930496,118.804227,10:00-22:00,"新用户立减14元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满38减9;满68减17;满100减23;满150减38;满200减48;本店新用户立减1元;折扣商品1.61折起;领3元券;实际支付1元返5元商家代金券",☞1分钟前有人进店下单！,点评高分店铺,百家湖,0.0,True,折扣;收 藏送券;招牌必点;特色海鲜;烧烤尝鲜;下饭热菜;田园时蔬;爽口凉菜;特色主食;超值套餐;品尚鲜汤;清爽饮料;本店新品
9797618,江苏省,南京市,江宁区,花甲小贝（托乐嘉店）,4.1,122.0,月售235,,美食 花甲粉,http://p0.meituan.net/business/9386ecb4d72b6cfe4120090eeee4955534680.jpg,30分钟,,,起送 ¥20,免配送费,15856110160,南京市江宁开发区胜太西路166号前进工业园D4,31.94386,118.78858,"00:00-01:50,10:30-23:59",满28减6;满58减16;折扣商品8.77折起,,,,,True,折扣;⭐️福利专栏⭐️;🔥砂锅🔥;♨️炒饭;♨️炒面;进店必点;口味，辣度;双拼海鲜，鲜上鲜;另加;酒水饮料;主食
8454996,江苏省,南京市,江宁区,美亦粥(百家湖),4.5,69.0,月售1537,人均 ¥15,美食 包子/生煎,http://p0.meituan.net/business/3cb643f1e16b69efae786fb755b5a6fb610329.png,30分钟,由美团快送提供配送服务,0.0,起送 ¥15,配送 ¥1.5,18114920370,南京市江宁区同曦街A一2一33一1,31.943861,118.823471,06:00-21:59,"新客爆品专享1元特价商品;新用户立减14元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满10减5;满25减11;满39减17;满59减22;满79减33;折扣商品4.34折起;购买指定商品有赠品",美亦粥用心熬好粥，每一碗粥保证真材实料0添加！祝您新春快乐！,江宁区包子生煎热销榜第4名,胜太路,0.0,True,元宵快乐！;热销;折扣;进店必买;生滚咸粥♥Salty;谷物甜粥♥Sweet;淡雅清粥♥light;精致单人套餐♥;畅销金饼♥Panca;畅销菜盒♥boxes;小笼蒸点♥Pastr;饭团物语♥Rice;油炸物语♥dish;贴心小菜♥dish;调味小料♥yammy;至亲爱的顾客♥
70547,江苏省,南京市,江宁区,美满吉（长白街店）,4.3,556.0,月售50,人均 ¥26,美食 炸鸡炸串,http://p1.meituan.net/business/3236f089e50c59e53039e6a10c55ff69218032.png,51分钟,,0.0,起送 ¥20,配送 ¥5,15850508004;13327808317,长白街63号,31.937095,118.790312,09:50-21:45,,夏季气温较高，锁骨受温度影响比冬季略干，不是焦！接受不了锁骨偏干的顾客请不要拍锁骨！感谢配合！！！考虑到大部分顾客的体感，饮料如无备注，一律都是常温！敬请理解！！关于餐品问题直接联系13585202301，谢谢！,“鸡柳炸得酥脆”,常府街/长白街,0.0,True,热销;折扣;单品汉堡/卷/三明治;招牌炸鸡;汉堡肉卷;缤纷小食;套餐区;新品推荐;芝士汉堡;倾心饮品;下午茶专享;活动产品
8470270,江苏省,南京市,江宁区,巴黎贝甜(同曦店),4.3,482.0,月售472,人均 ¥38,美食,http://p0.meituan.net/waimaipoi/37763bb162a747ae6a21c9972b39c739264840.jpg,33分钟,,1.0,起送 ¥15,配送 ¥2.5,025-87111320,南京市江宁区双龙大道1347号同曦假日百货B1层B129,31.944063,118.821903,08:45-21:30,"新用户立减14元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满39减2;满66减5;满88减7;满155减15;配送费立减5元;折扣商品8.4折起",门店预订大蛋糕88折，需配送请致电87111320或加微17849976366,,胜太路,0.0,True,热销;包装费;📢公告信息;迷你蛋糕;生日蛋糕;吐司餐包;每日烘焙;咖啡特饮;礼盒点心;生日蛋糕提前2天预订;缤纷商品;贝甜冰品;蛋糕配件;特惠套餐;折扣
8471717,江苏省,南京市,江宁区,悦界,0.0,88.0,月售72,人均 ¥31,美食 川菜,http://p0.meituan.net/waimaipoi/a735c0197c254c7a6c6261998c2bdf4a88835.jpg,38分钟,,1.0,起送 ¥20,配送 ¥1,18112908700,南京市江宁区双龙大道1680号凤凰港商贸城8幢（江宁开发区）,31.931935,118.818586,17:00-23:59,配送费立减3元;折扣商品8.31折起,欢迎光临，很高兴为您服务~,点评高分店铺,百家湖,0.0,False,🍺微微熏🍺;🥤甜甜的🥤;🧊纯纯的🧊
8475056,江苏省,南京市,江宁区,勿相忘串串香（百家湖店）,4.7,449.0,月售630,人均 ¥39,美食 串串香,http://p1.meituan.net/waimaipoi/7a975dab81b10dc90e932051ff61911182995.jpg,33分钟,由美团快送提供配送服务,1.0,起送 ¥20,配送 ¥0.5,025-52153584;17714368857;13047531106,双龙大道1680号百家湖1912街区6号楼101,31.931427,118.81856,"00:00-01:00,11:00-23:59","新用户立减14元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满50减14;满90减18;配送费立减2.5元;本店新用户立减3元;折扣商品6.4折起","如有任何问题请拨打门店电话：025-52153584,感谢支持！",江宁区火锅口碑第4名;点评高分店铺,百家湖,0.0,True,热销;温馨提示（必看）;自选串串锅底口味;荤菜（需点锅底）;勿相忘（小食、冰粉）;素菜（需点锅底）;勿相忘（饮品）
8478801,江苏省,南京市,江宁区,渝利火锅（景枫店）,0.0,2.0,月售20,,美食 川渝火锅,http://p0.meituan.net/waimaipoi/23892ab603a078da9fe7d0fcc289ab3653656.jpg,45分钟,,1.0,起送 ¥20,免配送费,15399825390,南京市江宁区双龙大道景枫广场1698号F405/1,31.940895,118.821257,11:00-21:00,配送费立减5元;本店新用户立减2元;折扣商品4.9折起,欢迎光临，很高兴为您服务~,点评高分店铺,百家湖,0.0,True,折扣;进店必买;热卖;点餐即送;好锅底;精选荤菜;丸美无缺;健康时蔬;涮品主食;饮品;必点小料;下单必选;渝粉的温馨提示;店长热线
8479908,江苏省,南京市,江宁区,高大师,0.0,1.0,月售4,,美食 炸物类小吃,http://p0.meituan.net/waimaipoi/f1185e35be3b8f66f12222eb30ee8fe142408.jpg,45分钟,,1.0,起送 ¥20,免配送费,18020161473;18014803503,南京市江宁区秣陵街道双龙大道1680号俱乐部休闲区30幢百家湖1912街区5#102铺位,31.931246,118.818094,16:30-23:59,,欢迎光临，很高兴为您服务~,点评高分店铺,江宁金鹰,0.0,False,经典主食;休闲小食;精酿啤酒;高大师文化杯;炸鸡啤酒套餐
8480579,江苏省,南京市,江宁区,simplythai天泰(南京景枫店),4.3,17.0,月售162,人均 ¥79,美食 泰国菜,http://p1.meituan.net/business/ba7a1ad057b890931c8970837ba6beac207326.png,32分钟,,1.0,起送 ¥20,免配送费,13815409515;13817279174,江苏省南京市江宁区南京市江宁区双龙大道1698号景枫广场F421号,31.929918,118.820196,10:30-21:30,"新用户立减15元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满50减5;满120减20;满180减24;配送费立减5元;折扣商品5.59折起",欢迎光临，很高兴为您服务~,“香烤鸡腿 推荐给不吃辣爱鸡腿的小朋友”;点评高分店铺,百家湖,0.0,True,折扣;水果&酱料fruit;套餐 Set;咖喱 Curry;天泰经典Main;小吃 Snacks;饭 Rice;面 Noodles;汤品 Soup;甜品 Dessert;饮品 Drinks;外卖餐具;沙拉 Salad
8481241,江苏省,南京市,江宁区,老菜地蔬果店,0.0,190.0,月售18,,生鲜果蔬,http://p0.meituan.net/business/436a0009a7c6935b311eedeb05b3f0cd470211.png,45分钟,由美团快送提供配送服务,0.0,起送 ¥20,配送 ¥3.5,17551124375,南京市江宁区秣陵街道78号商贸中心58号铺,31.938634,118.800737,"08:30-12:00,14:00-18:30",满50减2;满95减5;满180减10;爆款商品0.1元起;折扣商品5折起,本店一定保证菜品新鲜，确保大家吃上健康优质的水果蔬菜，如果有任何质量问题，极速退款。,,,1.0,True,折扣;农家自自产自销;售后无忧;一元专区;蔬菜;水果;熟食凉菜;蛋类;干货调料;半加工蔬菜;火锅专区;豆制品;主食五谷杂粮;牛羊肉类;水产海鲜;鸡鸭禽类;新鲜猪肉;冻货咸货;厨房用具;特色加工菜品;厨神套餐
8485821,江苏省,南京市,江宁区,鱼铺本店（百家湖景枫店）,4.2,31.0,月售53,,美食 日本料理,http://p0.meituan.net/waimaipoi/9f5bdbc15e6f203b975724d6ee81d359162536.jpg,42分钟,,,起送 ¥20,配送 ¥0.5,13913945021,南京市江宁区秣陵街道双龙大道1698号南京景枫购物中心B121,31.9297,118.82092,10:30-20:00,满39减2;满65减7;满85减12;配送费立减3元,,点评高分店铺,百家湖,,True,寿司组合;日式烤炸;风味小菜;主食炒饭
8490527,江苏省,南京市,江宁区,名酌苑（江宁胜利路店）,0.0,10.0,月售6,,美食 其他地方菜,http://p0.meituan.net/business/4bff0ace2f32243bf37b202ffc9a4570188683.png,45分钟,,,起送 ¥20,配送 ¥3,13814031065;02552731667,江宁区胜利路91号昂鹰大厦102、103、104室,31.947224,118.816661,09:00-20:00,满40减11;本店新用户立减3元;折扣商品7.73折起,,,河定桥,,True,招牌菜;特色小炒;精致冷菜;点心主食
8491876,江苏省,南京市,江宁区,LELECHA乐乐茶（景枫广场店）,4.5,437.0,月售1148,人均 ¥33,甜点饮品,http://p0.meituan.net/waimaipoi/cf23efc97d3ce12525dc11cc18fb77a14625.jpg,65分钟,,0.0,起送 ¥20,配送 ¥5,17768146502,双龙大道1698号F123号铺kingmo一楼西门,31.930439,118.819146,10:00-21:45,,温馨提示：选择【去乳酪】，饮品不满杯； 楽楽茶直营门店遍布全国各大城市。我们的匠心之心炙热无比，让每位赏味过的食客，甘之如饴地成为他人眼中的“刁钻食客”，使之成为引领时尚又传承经典的日常仪式感。门店暂时不支持奶酪分装哦。,百家湖饮品人气第5名;点评高分店铺,百家湖,0.0,True,热销;当季限定;乐乐茶必喝榜;双拼乳酪鲜果茶;鲜果酪酪家族;脏脏茶本铺;冰冰茶家族;鲜奶茶家族;料料家族
8492865,江苏省,南京市,江宁区,南京银城皇冠假日酒店(百家湖店),0.0,48.0,月售5,人均 ¥41,美食 其他饭类套餐,http://p0.meituan.net/waimaipoi/4471e255e28367c2cb15cdfc6ff50a3886819.jpg,45分钟,,0.0,起送 ¥20,免配送费,18112929396;13601455282,南京市江宁经济技术开发区佳湖东路9号01幢,31.94222,118.81845,09:00-20:00,,南京银城皇冠假日酒店，由南京银城地产集团投资，洲际酒店集团管理运营，是一家国际品牌酒店。酒店坐落于风光旖旎的百家湖畔，主营业务包含客房、中西餐饮、餐饮外卖、宴会及会议等。 电话：025 8103 8888 地址：南京江宁区佳湖东路9号,点评高分店铺,胜太路,0.0,True,折扣;精选套餐;西式精选;小食;主食点心;简餐;饮品;中式热菜;早餐、面包
8493739,江苏省,南京市,江宁区,签王之王火锅·冒菜·串串（胜太路店）,3.7,19.0,月售83,人均 ¥26,美食 麻辣烫/关东煮,http://p0.meituan.net/business/47b361b9cd178b7ed2b3a1baddae0485290714.png,30分钟,,1.0,起送 ¥20,配送 ¥4,18951077878,南京市江宁区胜太西路枫情佳园38号3幢17号（江宁开发区）,31.943993,118.810614,"11:00-13:30,16:30-23:00","新用户立减15元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满20减10;满30减15;满50减22;折扣商品4.8折起;实际支付25元返2元商家代金券",,点评高分店铺,胜太路,0.0,False,热卖;折扣;♥点餐须知♥;能量荤菜;绿色素菜;米饭另加;疫情限时套餐;清凉饮料;微醺小酒;特色小吃;店主赠送
8494711,江苏省,南京市,江宁区,火麒麟·日式炭火烧肉（景枫店）,0.0,7.0,月售13,,美食 日本料理,http://p0.meituan.net/business/2ef22e18968a3b79bd80da1f2bb8a8f9923657.jpg,50分钟,,,起送 ¥0,配送 ¥3,18605690612,南京市江宁开发区双龙大道1698号景枫广场F403（江宁开发区）,31.929377,118.820462,"11:00-13:30,17:00-20:30",配送费立减4元;折扣商品1.98折起,,点评高分店铺,百家湖,,True,折扣;火麒麟日式便当/套餐;火麒麟日式寿喜烧;火麒麟进口牛肉;配菜类;日式即食小菜;日式汤类;酒水饮料;团购;包装盒
8512859,江苏省,南京市,江宁区,初山饭團（同曦假日百货店）,4.5,266.0,月售336,人均 ¥18,美食 日式便当/日本寿司,http://p0.meituan.net/business/c1a967fbde5d9a698071e58e76437b40282218.jpg,30分钟,,,起送 ¥15,免配送费,15055338627;13770308077,南京市江宁区双龙大道1347号假日百货B1F-BB149层商铺,31.943565,118.822435,10:45-21:00,满18减1;满25减4;满38减8;满48减10;满58减14;配送费立减3元;折扣商品9.22折起,,江宁区日式便当回头率第10名,胜太路,,True,下单专享福利;【初山】 咸の饭团;【初山】 辣の饭团;【初山】 甜の饭团;【初山】 超值套餐;饭团加料;售前售后
8524204,江苏省,南京市,江宁区,筋牛座（江宁弘阳店）,5.0,143.0,月售166,人均 ¥25,美食 麻辣香锅,http://p0.meituan.net/waimaipoi/d36d44c3d71485c5535b638bb164890436182.jpg,30分钟,,,起送 ¥20,免配送费,18914736827,南京市江宁区经济技术开发区双龙大道1222号弘阳家居江宁店B2层B2033号,31.94459,118.820747,10:00-20:30,满25减6;满35减11;满55减17;满85减21;配送费立减4元;本店新用户立减1元,,,胜太路,,True,热销;筋牛座最火爆套餐;锅底必选;品质之选;添油加醋;饱腹主食
148673,江苏省,南京市,江宁区,卡方汉堡（胜太西路店）,0.0,0.0,,,美食,http://p0.meituan.net/waimaipoi/eb389b909b7e8931e8c559d971c54e98254264.jpg.webp,0分钟,,0.0,起送 ¥0,,15195954309;15150596040,胜太路大市场内,31.943851,118.788656,10:00-23:50,,欢迎光临！各位老板如果觉得还行，麻烦赏个好评，谢谢！,,,0.0,False,进店必买;汉堡主食;优质炸鸡;凑单神器;大脸鸡排;休闲小食;舒心甜点;手作茶饮;碳酸饮料;超值单人套餐;折扣商品;关于我们
160446,江苏省,南京市,江宁区,桥头排骨（南航店）,4.9,242.0,月售837,人均 ¥21,美食 炸物类小吃,http://p0.meituan.net/business/9e496ce1c5cc3df413e8bc137ca75c63181582.png,30分钟,,1.0,起送 ¥20,配送 ¥2.9,13913801138,胜太西路168号，呱呱美食汇内,31.943111,118.78819,11:30-23:00,"新用户立减8元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满30减1;满49减3;满75减6;满98减8",本店编号为：Q02625，秦皇岛馨晟餐饮总公司正式授权门店，桥头排骨全国门店4000余家，品牌防伪电话0335-7966507，本店V信号：konglei490892,“跟着吃完了，挺好的”,胜太路,0.0,True,热销;进店必买;桥头系列;馋嘴小食;缤纷饮品;品牌形象;先埽码，在下单;心灵鸡汤;美团优惠套餐限时抢
162687,江苏省,南京市,雨花台区,大脸鸡排（通淮街店）,4.7,426.0,月售512,人均 ¥17,美食 炸物类小吃,http://p1.meituan.net/waimaipoi/76ea900114f8646eb72a62143b0b972052982.jpg,30分钟,,1.0,起送 ¥20,免配送费,18512559557,通淮街261号(开发区交巡警中队对面）,31.933963,118.803685,10:20-22:30,"新客爆品专享1元特价商品;新用户立减14元（本优惠与新人首单红包不可同享）,首次使用美团支付最高再减3元;满20减2;满25减8;满35减15;满60减26;满100减30;折扣商品5.88折起",不知不觉我们通淮街店已经八个年头了，感恩大家的支持，我们会努力做的更好！,,百家湖,0.0,True,热销;折扣;新品来啦！;炸鸡刚的肉串;BigFace套餐;BigFace鸡排;BigFace小吃;BigFace饮料
8557571,江苏省,南京市,江宁区,源香汇鱼头沾饼（百家湖店）,0.0,54.0,月售39,,美食 干锅,http://p0.meituan.net/waimaipoi/b8d660bac4a03c3443391fd48fe42d0778006.jpg,30分钟,,0.0,起送 ¥20,免配送费,025-52128799,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺2,31.935533,118.807496,"10:30-14:00,16:30-21:00",,欢迎光临，很高兴为您服务~,“非常好吃小青菜新鲜炒的很清爽”;点评高分店铺,百家湖,0.0,True,折扣;源香汇鱼头沾饼特色;盱眙龙虾;美味凉菜;水煮红烧系列;煲仔系列;家常等小炒;主食、汤、点心;酒水饮料
8558486,江苏省,南京市,江宁区,於氏虾神•苏北小炒（百家湖店）,0.0,23.0,月售57,,美食 本帮江浙菜,http://p0.meituan.net/business/79545ff0f54ab6ba627e6de9e0c054af145138.png,53分钟,由 商家 提供配送服务,0.0,起送 ¥20,配送 ¥3,13914493679,南京市江宁区秣陵街道利源中路88号高尔夫国际花园19-2号楼商铺3,31.935272,118.807014,"09:30-14:00,16:30-21:00",满28减3;满49减15;满68减20;满88减25;满130减30;配送费立减2元;折扣商品1.52折起;领3元券,❤中国名菜，荣登央视8次❤ 匠心做虾32年，全国门店700家 虾神龙虾，品质大虾 南京人招待贵宾的龙虾,,百家湖,0.0,True,折扣;【速享】美味速享;【小炒】美味小炒;【配菜】龙虾伴侣;【新鲜】青翠时蔬;【招牌】特色必点;【下酒】佐酒凉菜;【好吃】饱腹主食;【现熬】滋补靓汤;【饮料】单点不送;【饱腹】主食点心;【畅饮】干这杯酒
8571408,江苏省,南京市,江宁区,便利蜂(胜太路99号4号楼店),4.9,56.0,月售267,,超市便利,http://p1.meituan.net/waimaipoi/d53b95be2cd49dbfa9f6d1fe39240e76144656.jpg,30分钟,,0.0,起送 ¥25,免配送费,15298378736;4000001234,江苏省南京市江宁区胜太路99号4号1楼101-2楼单元,31.94501,118.819668,00:00-23:59,满39减2;满49减5;满69减10;满99减18;折扣商品8折起;部分商品满25减10;部分商品满20减5;部分商品满99减30;部分商品满30减5;部分商品满36减10;部分商品满99减30;部分商品满39减5;部分商品满39减5;部分商品满99减30;部分商品满59减10;部分商品满99减30;部分商品满59减15;部分商品满79减25;部分商品满99减25;部分商品满59减15;部分商品满25减5;部分商品满15减3;部分商品满38减10;部分商品满79减20;部分商品满59减10;部分商品满30减8;部分商品满38减8;部分商品满59减15;部分商品满25减5;部分商品满49减10;部分商品满88减10;部分商品满129减30;部分商品满59减15;部分商品满49减10;部分商品满28减6;部分商品满39减10;部分商品满25减5;部分商品满79减20;部分商品满79减20;部分商品满29减5;部分商品满20减5;部分商品满39减8;部分商品满49减10;部分商品满12减2;部分商品满30减8;部分商品满99减20;部分商品满29减5;部分商品满25减8;部分商品满60减10;部分商品满58减18;部分商品满28减3;部分商品满12减3;部分商品满39减12;部分商品满25减5;部分商品满39减6,,,,,True,温馨提示;折扣;黄酒;葡萄酒;啤酒;洋酒;预调酒;白酒;清酒烧酒;包子;粥品;关东煮;女性护理;沐浴洗护;母婴用品;美容彩妆;潮流配饰;内衣鞋袜;口腔剃须;小吃;炸品;美味粽子;烙馅饼;糕点饼干;饼干糕点;馋嘴零食;果脯蜜饯;香脆薯片;肉脯卤味;坚果炒货;果冻罐头;寿司;沙拉拌菜;三明治;奶酪芝士;饭团;咖啡饮料;果汁;水;碳酸;冲调饮品;茶饮;功能饮料;咖啡;糖果VC;薄荷润喉;口香糖;巧克力;牛奶;酸奶;乳饮料;豆浆豆奶;汤;便当;辣卤小菜;面食;精选热餐;时令鲜果;小菜场;冰淇淋;主食熟食;火机烟具;文具用品;百货;数码配件;成人用品;纸巾;宠物用品;厨卫清洁;电池;医疗卫生;粮油调味;肉罐头;速食汤粥;下饭菜;方便食品;火腿;甜点;中秋月饼;面包
8572334,江苏省,南京市,江宁区,集渔·泰式海鲜火锅（麻辣烫）,0.0,25.0,月售5,,美食 火锅,http://p0.meituan.net/waimaipoi/25ae5d9338c9d54353f65b7c3e032c1c563009.jpg,45分钟,,,起送 ¥20,免配送费,18061485475,南京市江宁区双龙大道1680号百家湖1912街区6栋102.103.105室（江宁开发区）,31.930809,118.818859,10:00-18:00,配送费立减3元;折扣商品6.8折起,,点评高分店铺,百家湖,,True,折扣;必选 ๑汤底;惠 ๑套餐;点 ๑蔬菜;品 ๑海鲜;香 ๑豆类;开 ๑小荤;弹 ๑丸丸;尝 ๑小吃;加 ๑主食
