shop_id,name,branchname,alt_name,phone,regionname,address,cross_road,big_category,small_category,longitude,latitude
10968003.0,宁围镇合丰村星光老年之家,,,,萧山区,合丰北,,休闲娱乐,老年活动中心,120.24309,30.219065
10968369.0,现代电动车有限公司,,,,萧山区,丰盈线附近,,购物,自行/电动车及配件,120.26402,30.23627
10968620.0,合丰村老年活动室,,,,萧山区,合丰村142号,,休闲娱乐,老年活动中心,120.243402,30.218871
10968642.0,丰二小学,,,,萧山区,金鸡路,,教育培训,小学,120.253907,30.221888
10968689.0,丰二村肥药站,,,,萧山区,金鸡路附近,,医疗健康,药店,120.25397,30.22119
10968795.0,迪邦漆,,,,市心北路,盈丰街2号附近,萧山区宁围镇盈一社区卫生服务站西南,家装,油漆涂料,120.26221,30.233879
10968902.0,丰北村幼儿园,,,,市心北路,萧钱线奥体国际村旁,,教育培训,幼儿园,120.258056,30.231876
10968981.0,烫染王国,,,,市心北路,市心北路,杭州市萧山区宁围镇盈一村南,丽人,美发,120.265142,30.233345
10969010.0,幸福时代培训辅导中心,,,,萧山区,文明路468号,,教育培训,中小学综合辅导,120.268364,30.212793
10969045.0,得意美容美发厅,,,13396545504,萧山区,宁围镇盈丰街33号,,丽人,SPA美体,120.259125,30.234273
10969048.0,盈丰阿华快修,,,,萧山区,鸿宁路附近,,爱车,维修保养,120.25978,30.2365
10969206.0,纤韵美容美体生活馆,盈丰分店,,15715740387,市心北路,盈丰街680,,丽人,SPA美体,120.262329,30.233547
10969227.0,宁围镇成人文化技术学校,,,,萧山区,萧钱线,,教育培训,其他职业培训,120.258198,30.232595
10969502.0,365天天商务酒店,市心北路店,,82706868;13588713521,市心北路,市心北路与振宁路交叉口西100米路南,家境天城对面,酒店,经济型,120.268192,30.215344
10969646.0,鸿星尔克,,,,市心北路,盈丰街15号,,购物,运动户外,120.259703,30.234143
10969652.0,萧山市宁围镇中心辅导学校,,,82839660,市心北路,丰北村190,,教育培训,中小学综合辅导,120.25796,30.23276
10969677.0,盈丰阿牛商店酒类批发,,,82690783,萧山区,盈丰街6号,,购物,烟酒茶叶,120.260459,30.234352
10969915.0,丰东幼儿园,,,,萧山区,机场公路高速,,亲子,幼儿园,120.262665,30.221022
10970328.0,育翔教育,,,13967147637,萧山区,振宁路965号2楼,,教育培训,中小学综合辅导,120.26334,30.215598
10970535.0,丰二村幼儿园,,,,萧山区,丰二村715号,,亲子,幼儿园,120.253643,30.22188
10970574.0,南方型钢,,,,市心北路,萧钱线,,家装,家用五金,120.258154,30.230655
10970612.0,宁围镇社区教育中心,,,,萧山区,萧钱线,,教育培训,其他院校,120.258177,30.232577
10970631.0,萧山区宁围镇第三小学,,萧山区宁围镇三小,,萧山区,外环西路,,教育培训,小学,120.261583,30.225525
10970781.0,钱江世纪城规划展馆,,,,市心北路,市心北路845号,,景点,展馆展览,120.268136,30.219364
10970937.0,茗迪网吧,,,13386507915,萧山区,文明路468号,,休闲娱乐,网吧/电竞,120.268642,30.21266
10971003.0,新天龙男装,,,,市心北路,盈丰街23号,,购物,服装,120.25935,30.234283
10971152.0,盈丰电脑培训指定点,,,82864273,市心北路,盈一村438号,,教育培训,IT/互联网,120.266214,30.232893
10971305.0,凤英副食批发部,,,,萧山区,广场路,,美食,更多食品保健,120.258273,30.234722
10971355.0,易帆电机,,,,萧山区,鸿宁路附近,,购物,办公/文化用品,120.260244,30.236463
10971428.0,佳境艺术馆,,,82603995,萧山区,市心北路793号,,景点,美术馆,120.268396,30.217896
10971446.0,顺发门业,,,,萧山区,宁围镇文明路510号,,家装,门窗,120.266534,30.212894
10971476.0,中国邮政服务站,,,,萧山区,合丰四路,近振宁路,生活服务,物流快递,120.262539,30.2156
10972060.0,顺发恒业空间艺术馆,,,,萧山区,市心北路和飞虹路交叉口和美家旁,,景点,美术馆,120.263019,30.229137
10972228.0,华林烟行,,,13157139439,萧山区,钱江世纪城振宁路973、975号,,购物,烟酒茶叶,120.263105,30.215623
10972327.0,新世纪名剪,,,,萧山区,盈丰街1号,,丽人,美发,120.26135,30.233764
10972709.0,盈丰农副产品综合市场,,,,市心北路,盈丰街2号附近,,美食,水果生鲜,120.260553,30.235423
10972807.0,佳境天城幼儿园,,,82607516,市心北路,振宁路788号,,教育培训,幼儿园,120.26731,30.216022
13708914.0,萧洁车服汽车美容养护,,,15158809576,萧山区,宁围镇振宁路1467号-1471号，丰瑞南苑北大门,近江宁大厦,爱车,美容洗车,120.251663,30.214679
13896138.0,上海恒协干洗连锁,,,82231543,萧山区,振宁路846号,,生活服务,洗衣店,120.26623,30.21603
14003229.0,杭州宝信宝马4S店,市心北路店,,22689999,市心北路,心北路589号,,爱车,4S店,120.268717,30.214481
14004285.0,星世纪美发沙龙,,,,市心北路,盈一村659号附近,,丽人,美发,120.26134,30.23399
14004286.0,盈一幼儿园,,,82691589,萧山区,盈一村775号,,亲子,幼儿园,120.26151,30.23586
14004501.0,克丽缇娜,佳境店,,82879515,北干,振宁路768号,幼儿园向西50米,丽人,美容/SPA,120.266471,30.216028
14004504.0,峰尚精剪烫染,,,13606813202;15230818401,萧山区,振宁路848-850号,,丽人,美发,120.26616,30.21602
14004505.0,敬轩烫染造型,,,13989896983,萧山区,振宁路小吃旁,,丽人,美发,120.26357,30.215611
14175018.0,芭芭啦摄影,市心北路店,,4008605506-2764,北干,市心北路777号顺发和美家小区2幢2单元102室,,结婚,个性写真,120.26885,30.21783
14303321.0,中石化碧辟市北加油站,,,82835525;82606989,市心北路,市心北路659号与振宁路交叉处丰盛大厦旁,丰盛大厦东南,爱车,加油站,120.269073,30.215202
14303484.0,玉球翡翠,,,,北干,佳境街45号,,结婚,更多珠宝首饰,120.26655,30.216148
14304084.0,宁围镇三小,,,,萧山区,机场北辅路,,教育培训,小学,120.26176,30.22537
14304576.0,车之缘汽车美容装潢护理,,,,萧山区,鸿宁路,,爱车,美容洗车,120.26061,30.23648
14306070.0,盈丰汽车修理轮胎专卖,,,,市心北路,鸿宁路附近万向中学南门,,爱车,维修保养,120.25981,30.23651
14612523.0,摩托车电动车大卖场,,,,市心北路,盈丰街,,爱车,摩托车,120.260178,30.234079
14929287.0,盛丰立忠食品商店,,,,市心北路,盈丰街56-58号,,美食,更多食品保健,120.258976,30.234681
14936314.0,悦来悦便利,振宁路店,,,市心北路,市心北路589号旁,近振宁路,购物,超市/便利店,120.26889,30.21518
15047429.0,喜乐堂药店,盈一店,,,市心北路,盈丰街30号,,医疗健康,药店,120.259377,30.234577
15327636.0,杭州华联,佳境店,,,市心北路,佳境街26号,,购物,超市/便利店,120.267362,30.216792
15328458.0,唯美便利超市,,,,市心北路,广场路附近,,购物,超市/便利店,120.258114,30.236511
15328663.0,祐驿站,佳境街店,,83522124,北干,宁围镇佳镜街19.20号,市心北路加油站-机场高速上口处,购物,超市/便利店,120.269191,30.22254
15329714.0,广鸿堂大药房,,,82871598,市心北路,市心北路501号,,医疗健康,药店,120.268913,30.2127
15329794.0,宏婕药房,,,82696251,市心北路,文明路461号,,医疗健康,药店,120.26873,30.212692
15329897.0,佳德药房,,,82833933,萧山经济开发区,金二社区404号附近,,医疗健康,药店,120.263031,30.213071
15330299.0,仁贤堂药店,,,,北干,振宁路860862864号,,医疗健康,药店,120.265972,30.215993
15330346.0,胜利大药房,,,,市心北路,宁围镇盈丰街道10号,,医疗健康,药店,120.260239,30.234385
15330750.0,新合作医药连锁,振宁大药房店,,82821012,萧山区,振宁路老北京布鞋西30米,近振宁大药房,医疗健康,药店,120.265739,30.215622
15331388.0,合丰村卫生室,,,,萧山区,博奥路与扬帆路交叉口西北150米,,医疗健康,社区医院,120.243058,30.221078
15331693.0,丰东社区卫生服务站,,,18057161957,萧山区,振宁路971号,,医疗健康,社区医院,120.26321,30.21561
15331695.0,宁围镇合丰社区卫生服务站,,,,萧山区,合丰村445,,医疗健康,社区医院,120.243088,30.21932
15331697.0,宁围镇利一社区卫生服务站,,,,钱江世纪城,博奥路与鹏起路交叉口东北100米,,医疗健康,社区医院,120.244757,30.226871
15331705.0,宁围镇社区卫生服务中心,文明路店,,,萧山经济开发区,幸福时代公寓,近文明路,医疗健康,社区医院,120.266748,30.212646
15331710.0,宁围镇盈一社区卫生服务站,,,18057161452,萧山区,宁围镇,,医疗健康,社区医院,120.264144,30.23534
15332107.0,悬壶门诊部,,,,市心北路,振宁路807号,,医疗健康,综合门诊,120.267593,30.215456
15949570.0,玄川日本料理,萧山店,,87210517;87212517,市心北路,市心北路2000号,近湖滨路凯悦酒店旁，原江户前店,美食,寿司,120.256696,30.235051
15954289.0,思歌指纹锁,,,18067932869,萧山区,合丰四路,,购物,数码产品,120.266114,30.217483
16060030.0,中国电信,盈丰营业厅,,,萧山区,盈丰街1号,,生活服务,电信营业厅,120.260447,30.234033
16104669.0,百德利整体橱柜,,,83238908,萧山区,振宁路839号,,家装,橱柜,120.266622,30.215597
16108118.0,百乡缘直营菜场,,,83731717,市心北路,宁围镇振宁路809号,,美食,水果生鲜,120.26748,30.21551
16196784.0,福建武夷山土特产,,,82870759,萧山区,振宁路837号,,美食,更多食品保健,120.266694,30.215541
16218581.0,广鸿堂大药房,,,82871598,萧山区,文明路458号附近,,医疗健康,药店,120.26891,30.2127
16236775.0,好搭档洗衣,,,13676682779,市心北路,佳境街31号,,生活服务,洗衣店,120.267227,30.21664
16266201.0,花样空间,,,82787588,市心北路,文明路458号附近,,家装,其他家具家居,120.269036,30.213022
16293693.0,佳境窗帘,,,13588378235,萧山区,宁围镇振宁路943号,,家装,窗帘,120.263917,30.215625
16368001.0,老北京布鞋,,,,萧山区,振宁路849号,,购物,鞋靴,120.266065,30.21558
16438808.0,宁围镇丰东社区卫生站,,,,萧山区,振宁路971号,,医疗健康,社区医院,120.26328,30.215619
16438810.0,宁围镇丰二社区卫生站,,,,萧山区,丰二村422号,,医疗健康,社区医院,120.253835,30.221372
16478126.0,全佳超市,,,,市心北路,佳境街23号,,购物,超市/便利店,120.267265,30.216632
16480617.0,人合副食品店,,,82864581,萧山区,振宁路847号,,美食,更多食品保健,120.266157,30.215572
16482836.0,仁贤堂药店,,,,萧山区,振宁路860862864号,,医疗健康,药店,120.265972,30.215993
16519350.0,世纪先锋超市,,,,市心北路,盈一村621号附近,,购物,超市/便利店,120.264796,30.233016
16566894.0,万可商行,,,83876686,萧山区,振宁路856号,,美食,更多食品保健,120.266042,30.216001
16614914.0,新合作医药连锁振宁大药房,,,13567160698,萧山区,振宁路867号,,医疗健康,药店,120.265629,30.215611
16641743.0,悬壶中医门诊部,,,85319589,萧山区,振宁路807,,医疗健康,综合门诊,120.26759,30.2155
16681669.0,佑驿站,,,,萧山区,佳境街19号,,购物,超市/便利店,120.267798,30.217215
16896690.0,花样空间,,,82787588,北干,文明路458号附近,,家装,其他家具家居,120.268934,30.213087
16896806.0,中国农业银行,,,82690181,市心北路,市心北路793号,,生活服务,营业网点,120.268525,30.217989
16896812.0,田园茶庄,,,13867108195,市心北路,心北路785号,,休闲娱乐,茶馆,120.26854,30.21784
17332855.0,豪爵铃木专卖店,,,82873315,萧山区,盈丰街23号,,爱车,爱车,120.25946,30.23428
17346391.0,鸿星尔克,盈丰专卖店,,82863308,萧山区,宁围镇盈丰街15号,,购物,其他服饰鞋包,120.259724,30.234154
17360927.0,P天合苑地下停车库,,,,市心北路,振宁路862号附近,市心北路加油站-机场高速上口处,爱车,停车场,120.26726,30.216364
17450890.0,起点广告,,,,市心北路,文明路477号,,生活服务,图文快印,120.26791,30.212843
17492463.0,堂雅房产,,,82633898,北干,佳境街4号,,生活服务,房产中介,120.26832,30.21759
17622128.0,传世骨头饭,佳境天城店,,82635017,萧山区,振宁路862号佳境天城成合苑南门,,美食,黄焖鸡,120.26606,30.21611
17667903.0,诸暨面馆,,,,萧山区,邱山大街,电信对面,美食,面馆,120.26101,30.23257
18017987.0,顺发,,,15869142293;13819499213,市心北路,宁围镇佳境天城境合苑7栋901室,,生活服务,更多生活服务,120.268188,30.217552
18149314.0,Tita婚纱摄影,,,82558510;18072973581,北干,钱江世纪城飞虹路1227号,丰瑞北苑附近,结婚,工作室,120.249678,30.224185
18151519.0,黄焖鸡米饭,,,82635017,北干,宁围镇振宁路941号,近佳境天城,美食,快餐简餐,120.26575,30.216029
18320312.0,天天好搬家,萧山区店,天天好搬家,63603761,市心北路,市心北路和建设一路口附近,杭州市萧山区人民广场,生活服务,更多生活服务,120.267218,30.227783
18545823.0,萧山三店,,,83887777,市心北路,市心北路华瑞广场38号,,美食,火锅,120.269146,30.217254
18568529.0,巴比馒头,,,,萧山区,振宁路852号,,美食,包子,120.266163,30.216024
18967612.0,五丰冷食,宁围经营部,,82872826,萧山区,振宁路顺丰家园底商,顺风家园边,美食,更多食品保健,120.264466,30.21559
19589322.0,杭州搬家,,家政搬家,87527577,市心北路,市心北路飞虹路交叉口,靠近盈一村,生活服务,其他家政,120.262669,30.229137
19597083.0,趣美美甲美睫纹绣,,,82838621;13750835769,市心北路,振宁路772号克丽缇娜旁,,丽人,美睫,120.268161,30.216045
19607293.0,嘿客,佳境天城店,,15024493037,市心北路,佳境天城佳境街26号,"51风尚酒店后,佳境天城幼儿园旁",购物,超市/便利店,120.26738,30.21677
19645801.0,顺丰快递,,,88297677;95338,萧山区,多处营业网点,民生银行ATM旁,生活服务,物流快递,120.26738,30.21677
19646195.0,顺丰速运,佳境天城店,,88297677,市心北路,宁围镇佳境街25号,"民生银行ATM旁,佳境天城幼儿园后",生活服务,物流快递,120.26724,30.21673
19677402.0,顺丰嘿客,,,15024493037,萧山区,浙江省杭州市萧山区宁围镇佳境街26号,,购物,更多购物场所,120.26725,30.21676
20662464.0,咱家水饺,,,82308976,市心北路,佳境街1-2号,境合苑7号底商,美食,饺子,120.268046,30.217459
20818411.0,停车场,,,,市心北路,万和国际中心,市心北路南,爱车,停车场,120.256569,30.233675
20818485.0,顺发·和美家停车场,,,,市心北路,永辉路与飞虹路交叉口东150米,,爱车,停车场,120.264059,30.229893
20818610.0,大象国际中心停车场,,,,萧山区,杭州市萧山区民和路与皓月路交界口北侧,,爱车,停车场,120.253062,30.234499
20818730.0,国泰科技大厦停车场,,,,钱江世纪城,利丰路701号附近,,爱车,停车场,120.255682,30.228989
20818747.0,世纪晶钻停车场,,,,市心北路,钱江世纪城公园西路与利丰路交叉口,,爱车,停车场,120.256187,30.230883
20849556.0,甘茶度,振宁路店,,18868729393,市心北路,宁围街道佳境街3号,佳境天城边上，地铁振宁路站D出口,美食,茶饮果汁,120.268289,30.217568
20849564.0,蜜果,佳境天城店,,82773774,市心北路,振宁路855号,,美食,茶饮果汁,120.266144,30.215672
20887965.0,萧然装饰设计工程,,,13867150300,城厢,宁围镇市心北路佳境天城1747号,,生活服务,其他家电数码维修,120.26763,30.21695
21300891.0,橙光影视工作室,,,15268163720;17767133850,萧山区,民和路钱江世纪城祥腾财富中心2幢706A,,结婚,婚礼跟拍,120.256599,30.230556
21355924.0,快乐星,,,57171613,萧山区,文明路,,美食,快餐简餐,120.26179,30.21291
21600386.0,龙膜杭州旗舰店,钱江世纪城店,,17280111806,萧山区,文明路828-829号,,爱车,美容洗车,120.25151,30.2134
21724961.0,光线摄影摄像,,,13395717430,萧山区,利华路恒瑞银座1栋1单元9楼,近通惠北路,生活服务,快照摄影,120.267,30.21651
21960001.0,传世骨头饭 佳境天城店,,,,市心北路,佳境天城,,美食,东北家常菜,120.26564,30.21605
21960037.0,丽娟饭店,,,22855077,市心北路,振宁路925-929号,,美食,苏浙菜,120.264069,30.21556
21963497.0,乔村二十八道,钱江世纪城店,,82218017;18058436503,钱江世纪城,皓月路159号诺德财富中心B幢楼北门1~2层,,美食,创意菜,120.25446,30.23404
22058329.0,川味王面馆,,,,市心北路,市心北路,,美食,面馆,120.26917,30.21882
22652520.0,秀妍韩式持久装,,,,市心北路,市心北路大成晶座2幢3单元1702室,,美食,韩国料理,120.26917,30.21882
22925439.0,当天财富,萧山分公司,,,萧山区,市心北路雷迪森商务楼3A,,生活服务,更多生活服务,120.26917,30.21882
23348961.0,白玫瑰足浴,,,,萧山区,市心北路,,休闲娱乐,按摩/足疗,120.26917,30.21882
23460057.0,老板油烟机保养维修中心,,,4000757231,萧山区,民和路顺丰家园附近,,生活服务,其他家电数码维修,120.26253,30.21437
23635355.0,潮童星学院,萧山新城校区,,82603995,市心北路,市心北路佳境天城小区内,,亲子,综合才艺,120.266899,30.217844
23931595.0,湘居房产,,,82755040,市心北路,心北路海杰德大厦a幢907,,美食,湘菜,120.268526,30.215376
24287341.0,万和国际游泳池,,,18668071106,市心北路,市心北路1939号与皓月路交叉口,,运动健身,游泳馆,120.256996,30.232546
24626648.0,重庆小面,,,18758291683,市心北路,市心北路,,美食,面馆,120.26919,30.21706
24749017.0,香味馆,,,15381165253,萧山区,振宁路巴比馒头旁,,美食,浙菜,120.26596,30.21603
24777313.0,星美美容养生馆,,,,市心北路,宁围镇市心北路1808号盈丰路农商银行旁边,,丽人,SPA美体,120.2605,30.23313
26977548.0,博地中心,,,,市心北路,盈丰路与民和路交叉口,,生活服务,更多生活服务,120.25218,30.235559
26977569.0,宏扬·鲲鹏中心,,,,钱江世纪城,民和路481号联合中心南区,,生活服务,更多生活服务,120.255023,30.230017
27161700.0,小林刺身·炭火烧串,归谷中心店,,18966499527,市心北路,市心北路2000号归谷国际中心3F-14,,美食,日本料理,120.256233,30.235614
27191835.0,纳德51风尚酒店中餐部,,,,北干,市心北路737号,,酒店,经济型,120.269,30.21736
27191890.0,纳德51风尚酒店浅醉坊餐厅,,,83781177,北干,市心北路737号纳德51风尚酒店2楼,,美食,其他中餐,120.268464,30.216848
27202172.0,牛犇汽车美容,,,15658850022,萧山区,文明路578-579号,,爱车,美容洗车,120.262831,30.212863
27223625.0,伊人·show,,,13429133231,市心北路,振宁路825号佳境天城,佳境天城人合苑底商,丽人,美发,120.267061,30.215543
32301143.0,立实电商,,,87562607,市心北路,农业大厦2幢503室,振宁路地铁口,教育培训,其他职业培训,120.26935,30.22053
32301358.0,dancehouse生活馆,,,89192799,市心北路,民和路500号民营企业发展大厦A幢16层,庆春隧道萧山机场,购物,更多购物场所,120.25652,30.23123
32458414.0,悠百佳零食水果量贩,,,13675815274,市心北路,宁围镇佳境天城佳境街36号,佳境天城幼儿园,美食,水果店,120.267,30.21651
32570679.0,中国兰州牛肉拉面,,,18215046555,萧山区,民和路474号,,美食,面馆,120.256568,30.229868
32640243.0,天天鲜果园,,,15397058250,市心北路,市心北路563-1号,,美食,其他美食,120.26921,30.21394
32673672.0,金棕榈装饰设计,,,57185712;13967107101,市心北路,市心北路563号海杰德大厦B幢3单元1102室,宝马4S店,家装,装修设计,120.26927,30.21382
32674346.0,美q&美天淘,萧山店,,18458126880,市心北路,市心北路709号1幢,,丽人,美发,120.26899,30.21682
32794437.0,世纪之星,,,,奥体博览中心,公园西路西侧,,生活服务,更多生活服务,120.24047,30.22785
32815050.0,京港国际,,,,市心北路,市心北路与皓月路交叉口西南100米,,生活服务,更多生活服务,120.255699,30.234577
32815052.0,万禹汇美食广场,,,,市心北路,钱江世纪城市心路与皓月路交叉口,,生活服务,更多生活服务,120.25693,30.23475
33079038.0,和美家超市,,,83503779,市心北路,市心北路百兴门窗北侧,,购物,超市/便利店,120.263729,30.230341
33189084.0,一邻一舍便利店,,,,市心北路,宁围镇文明路478号,,购物,超市/便利店,120.268017,30.212758
33199093.0,上海青远超市,盈丰店,,,市心北路,广场路盈丰街路口附近,,购物,超市/便利店,120.25821,30.23472
33317041.0,盈平超市,,,83517781,萧山区,飞虹路1882号,,购物,超市/便利店,120.26338,30.2296
33406782.0,中国移动,神洲世扬指定专营店,,,市心北路,盈丰街10号,,购物,数码产品,120.260109,30.234415
36868725.0,Sweet Rose,,,17706811506,北干,飞虹路1868号钱江世纪城顺发和美家,,美食,面包烘焙,120.263724,30.2299
37925489.0,星世纪造型,,,15157166636,市心北路,振宁路921-923号,,丽人,美发,120.26432,30.215599
38177137.0,启航培训学校,,,18268117409,市心北路,盈丰街26附近,,教育培训,中小学综合辅导,120.26019,30.23443
38201230.0,骏丰娱乐公司,,,13516823132,市心北路,市心北路雷迪森,,教育培训,其他职业培训,120.26917,30.21887
38428196.0,世纪广场小学作文小学英语数学课后辅导班,,,,萧山区,萧山-钱江世纪城-金城路学习中心丨新世纪学习中心,,教育培训,中小学综合辅导,120.24895,30.21551
38561574.0,雲極馆,,,83811222;13396525678,萧山区,宁围镇振宁路799号,市心北路与振宁路交叉口，地铁振宁路站,运动健身,武术格斗,120.268257,30.215526
39261369.0,杭州百菜园农产品配送有限公司,,,,市心北路,农业大厦,振宁路,生活服务,公司企业,120.269351,30.22053
39616608.0,靖怡羊绒,,,15356690519,萧山区,宁围镇振宁路837号,,购物,服装,120.266658,30.215591
39626568.0,聚艺装饰窗帘,,,15268170898,萧山区,宁围镇振宁路865号,,家装,窗帘,120.26574,30.215604
39629342.0,名居窗帘,,,13105715319,萧山区,振宁路沙县小吃旁,,家装,床品家纺,120.263724,30.215681
39656829.0,科诚房产,,,,市心北路,市心北路与文明路交叉口旁,,生活服务,房产中介,120.269004,30.212777
39664757.0,住邦房产,,,82721116,市心北路,利华路27号江南明城·金座,,生活服务,房产中介,120.269241,30.218613
39711626.0,冠扬口腔·医保定点,萧山店,,83581991;13868082170,市心北路,振宁路859-863号,,医疗健康,齿科,120.265777,30.215407
39799257.0,喉口香面,,,82824678,萧山区,振宁路传世骨头馆旁,,美食,面馆,120.265928,30.215961
39867018.0,小心超市,,,18867112959,市心北路,市心北路563号海结德大厦1楼,,购物,超市/便利店,120.269345,30.213794
39918699.0,侯口香,,,18069880868,萧山区,振宁路868号,,美食,其他中餐,120.265884,30.216007
40031975.0,中国移动通信,,,15924153525,市心北路,振宁路玉林翡翠对面,,生活服务,移动营业厅,120.266937,30.215586
40131742.0,上海华立鞋艺,,,18367131833,萧山区,振宁路842-844号,,生活服务,修鞋擦鞋,120.26625,30.21599
40148281.0,富春江梅干菜烤饼,,,15268168411,市心北路,宁围镇佳境天城底商,,美食,小吃,120.26674,30.21558
40238229.0,恒宸地产,,,15967181874,萧山区,振宁路836号,,生活服务,房产中介,120.26642,30.21606
40251712.0,东北大馅饺子馆,,,,市心北路,丰盈线四川正宗川菜馆旁,,美食,饺子,120.264862,30.232231
