index,name,latitude,longitude,address,postalcode
osm_68,Duquesne University Chapel,40.43610381081651,-79.99309469149146,,
osm_69,Homestead Capri Pizza and Bar,40.40595305779095,-79.91054249719721,"Amity Street, 820",15120
osm_70,3 Brothers Plumbing & Heating Supplies,40.37822220770913,-79.99196504668713,"Saw Mill Run Boulevard, 2700",
osm_71,Starbucks,40.4589389,-79.9280292,"Center Avenue, 5932",15206
osm_72,Woods Run School,40.4720133,-80.0389211,,
osm_73,Church of the Redeemer,40.43699990875845,-79.92491845620962,,
osm_74,K&L Gates Center,40.44209916198588,-80.00003530764539,"Sixth Avenue, 210",
osm_75,Station Square,40.43503474019061,-80.00696027705087,,
osm_76,Arby's,40.36509475620615,-80.0203133895082,,
osm_77,Saint Andrews Lutheran Church,40.45401848789029,-79.94456351913693,,
osm_78,Sherwin-Williams Paints,40.45605088454783,-79.9367135872243,"Centre Ave, 5434",15232
osm_79,Pinskers Judaica,40.4339065,-79.9230934,"Murray Avenue, 2028",15217
osm_80,Southside Works City Apartments,40.42901038876297,-79.96693561873602,"Sidney Street, 2746",15203
osm_81,North Catholic High School,40.4601291,-79.9857697,,
osm_82,Three PNC Plaza,40.44136638794606,-80.00147098291473,"Fifth Avenue, 201",
osm_83,AutoZone,40.37692875,-79.98707515,"Saw Mill Run Boulevard, 2900",
osm_84,Iglesia Cristiana Taburnacula de Dracon,40.4036111,-80.0010018,,
osm_85,Smithfield Cemetery,40.43966864494183,-79.9142415378945,,
osm_86,Warner Hall,40.444177,-79.94339074999998,"Forbes Avenue, 5000",
osm_87,The Doughboy,40.4630553,-79.9669075,,
osm_88,Pittsburgh Roofing Systems,40.372959,-79.9817616,,
osm_89,Archies on Carson,40.427931623871,-79.97175726199944,"East Carson Street, 2328, 2330",15203
osm_90,Bon Air Elementary School,40.4080863374619,-80.00109558119043,,
osm_91,Uptown Coffee,40.3789899,-80.0450943,"Washington Road, 723",15228
osm_92,Prospect Elementary School Library,40.4276855,-80.0103022,,
osm_93,Arsenal Park,40.46595885806072,-79.96099300256668,,
osm_94,Panera Bread,40.4559504101872,-79.93693314149448,"Centre Avenue, 5430",15232
osm_95,Mario's,40.42907920860306,-79.98296199003539,"East Carson Street, 1514",15203
osm_96,Saint Martin Hall,40.43493732753642,-79.9880634945827,,
osm_97,Cardinal Wright Regional School,40.45262972190037,-80.00818505342733,,
osm_98,Neville Apartments,40.44750330681907,-79.94719859809884,,
osm_99,Saint Basils Church,40.3969537,-79.9861755,,
osm_101,Schaeffer Intermediate School,40.4549689,-80.0597771,,
osm_102,Starbuck's Coffee,40.4305441,-79.9229308,,
osm_103,IHOP,40.41498037733746,-79.92296045952297,"Browns Hill Rd, 4656",15217
osm_104,Barnes & Noble,40.4890956,-79.8940675,,
osm_105,Panther Hall,40.44498734340524,-79.96209824445856,,
osm_106,Banksville Laundromat,40.4001256,-80.044286,"Banksville Road, 3144",15216
osm_107,Hanini Market,40.4763857,-80.0320019,,
osm_108,Homestead Post Office,40.409091,-79.9029395,,
osm_109,Bellevue Police Department,40.4970682,-80.0562712,,
osm_110,Prince of India Restaurant,40.4409164,-79.958544,"Fifth Avenue, 3614",15213
osm_111,University School,40.4509127,-79.93029,,
osm_112,Ace Cash Express,40.4649874,-80.0561578,"Mckees Rocks Plaza, 128",15136
osm_113,Rogue Tattoo,40.4720826,-79.9595583,"Butler Street, 4419",
osm_114,UPMC Oakland,40.44098423192961,-79.96048199491649,,
osm_115,Allegheny YMCA,40.45501522435664,-80.01305573648212,,
osm_116,China Palace,40.4509158,-79.9340005,,
osm_117,Engine/Truck Company 26,40.3950854,-80.021873,"Brookline Boulevard, 630",15226
osm_118,Avalon Exchange,40.437908,-79.9206957,,
osm_119,Tech House,40.44191837789574,-79.93786523996856,,
osm_120,Sweeney's Irish Pub,40.4779788,-79.9704187,,
osm_121,CoGo's,40.39604049732949,-79.99731147801657,,
osm_122,Cesaroli Pizza,40.4729935,-80.0289495,,
osm_123,Woodland Hall,40.44797874462076,-79.9250509380631,,
osm_124,BP,40.49608276906477,-80.00805094339502,,
osm_125,Emmanuel Baptist Church,40.41199733749797,-79.88093918586999,,
osm_126,Smithfield St at Forbes Ave,40.4397548,-79.9990518,,
osm_127,Allegheny Valley Bank,40.49217994314,-79.86500350220943,,
osm_128,Urban Impact Foundation,40.4540335,-80.0033411,,
osm_129,The Hiker - Spanish American War Memorial,40.4418521,-79.9504923,,
osm_130,Prospect Elementary School,40.4276745,-80.010154,,
osm_131,Pittsburgh Police - Zone 5,40.47394005794532,-79.90898672174102,"Washington Boulevard, 1401",15206
osm_132,Life Pittsburgh,40.4483952,-80.0189005,,
osm_133,Exterminator,40.38944475,-79.8680475,,
osm_134,Greek Orthodox Metropolis of Pittsburgh,40.45222134839233,-79.93898228184477,"Ellsworth Avenue, 5201",15232-1421
osm_135,Hook Fish & Chicken,40.4564011,-80.0071036,,
osm_136,Potomac,40.39730902306946,-80.03595112037539,,
osm_137,Presston Park,40.48293054976014,-80.06207980034151,,
osm_138,O'Hara Student Center,40.44472605452577,-79.95695906603532,,
osm_139,Mellon Green,40.44028277342257,-79.99493124972219,,
osm_140,Dance America!,40.4969559,-80.059043,,
osm_141,Allegheny General Hospital Center for Children,40.45597802097866,-79.99924935835936,,
osm_142,The Garage,40.3537052,-80.02690585,"Library Road, 4401",
osm_143,Glitterbox Theater,40.4556737,-79.9528697,"Melwood Avenue, 460",
osm_144,Prospect Park,40.36497505174911,-79.96198317588077,,
osm_145,Saint John of God Elementary,40.476007072579975,-80.06649566212307,"Desiderio Way, 3",15136
osm_146,100 Medical Arts Building,40.4902834,-79.8957277,,
osm_147,Exxon,40.44707016865498,-79.89547470429176,,
osm_148,Massage Envy,40.3804767,-80.0448309,"Washington Road, 680",15228
osm_149,Carlow Interfaith Center,40.43849600686089,-79.96491316331606,,
osm_150,Evergreen Ave at Frederick St,40.4880463,-79.972617,,
osm_151,Carnegie,40.4062396,-80.0900531,,
osm_152,Crabtree Hall,40.44314519572505,-79.95912636529242,,
osm_153,Turkish Kebab,40.438174,-79.92218,,
osm_154,Baptist Temple Church,40.4591718,-79.8950424,,
osm_155,DeBlasio's,40.3919311,-80.0662798,,
osm_156,Rite Aid,40.38168148983715,-79.99522933419638,,
osm_157,A Plus,40.44893290816013,-79.95094629720252,"North Craig Street, 195",
osm_158,David Lawrence Hall,40.44230024208206,-79.95499302642133,,
osm_159,Benedum Hall,40.44401993258681,-79.95903174163551,,
osm_160,Primanti Brothers,40.4510135,-79.9849632,,
osm_161,University Art Gallery,40.4415567,-79.9508834,,
osm_162,Pie Express,40.4415865,-79.9569789,"Oakland Avenue, 148",15213
osm_163,Hunt Library,40.44090195,-79.94403234999999,"Frew Street, 4909",
osm_164,Giant Eagle,40.43604881988018,-79.92195314326592,"Murray Avenue, 1901",15217
osm_165,Shadyside Plaza,40.45838615441956,-79.92469349092902,,
osm_166,Rand Building,40.4470397041562,-79.94929354030265,"Fifth Ave, 4570",15213
osm_167,Linden Elementary School,40.4460733,-79.9159383,,
osm_168,Petersen Sports Complex,40.4450497,-79.9669237,,
osm_169,Jack's Bar,40.429040904288605,-79.98702658369322,"East Carson Street, 1117",15203
osm_170,Wine & Spirits,40.4420391,-80.0026518,,
osm_171,Pizza Hut,40.4279426572781,-79.9769094985532,"East Carson Street, 2002",15203
osm_172,Black Forge Coffee House,40.4209146,-79.9923809,"Arlington Avenue, 1206",15210
osm_173,Light of Life Rescue Mission,40.45606211776298,-80.00614152325497,,
osm_174,Dollar General,40.4939293,-79.9210467,,
osm_175,Cort Furniture,40.454791574101215,-80.01607217045232,,
osm_176,Eyetique,40.4510468,-79.9347737,,
osm_177,Minadeo Elementary School,40.4237471,-79.9248343,,
osm_178,Kavsar,40.4290821,-80.0073318,"Southern Avenue, 16",
osm_179,Velma Apartments,40.46390674093001,-80.0722102429972,"Church Avenue, 1230",15136
osm_180,Original Mattress Factory,40.4151491,-79.9240556,"Browns Hill Rd, 4638",15217
osm_181,"CCP  Bass Wolfson Pediatrics, Squirrel Hill Office",40.4438595,-79.9269616,Wilkins Avenue #202,
osm_182,Mount Ararat Baptist Church,40.46233510656702,-79.91392354180778,"Paulson Avenue, 271",
osm_183,Pittsburgh Gifted Center Library,40.4472386,-79.9809464,,
osm_184,Mt. Lebanon,40.38196119224349,-80.04299143605856,,
osm_185,East Liberty Garage,40.457289704582415,-79.91302416939001,"5th Avenue, 6831",15206
osm_186,Mad Mex,40.43811081930288,-79.95418120809587,"Atwood St., 370",15213-4026
osm_187,MedExpress,40.4559829,-79.94203,"Baum Boulevard, 5201",15224
osm_188,Oak Hill Apartments,40.44085606636457,-79.96890232568857,,
osm_189,Pitt School of Dental Medicine,40.4425142,-79.9630908,,
osm_190,First United Methodist Church,40.45651814706656,-79.9379078022202,"Centre Ave, 5401",15232
osm_191,Fifth Third Bank,40.4516097,-79.9320005,,
osm_192,Bellevue Elementary School,40.49391402969521,-80.05396497672712,,
osm_193,St Nicholas Greek Orthodox Cathedral,40.44504642655794,-79.94993666154402,"South Dithridge St, 419",15213
osm_194,St. Anne's,40.3610414,-80.0289587,,
osm_195,Liberty Ave at Tito Way,40.4430069,-79.9988363,,
osm_196,PNC Investor Center,40.3886979,-80.0492099,"Beverly Road, 291",15216
osm_197,Friends Meeting House,40.4489798,-79.9459612,,
osm_198,Byers Hall,40.449778286921685,-80.01595317542657,,
osm_199,Sesame Inn,40.3796873,-80.0447903,"Washington Road, 715",15228
osm_200,Porter Hall,40.44200040981751,-79.94590400412955,"Frew Street, 4815",
osm_201,Frick Environmental Center,40.43598252150655,-79.90800922311847,,
osm_202,Italian Village Pizza,40.4390302,-79.9989687,"Smithfield Street, 408",15222
osm_203,Essex House,40.45809863199326,-79.93350891735939,"Centre Ave, 5701",15206
osm_204,WYEP-FM,40.4298649061322,-79.9870408074842,"Bedford Square, 67",
osm_205,Actors Civic Theatre,40.4368,-79.9798,,
osm_206,Lomito Restaurant,40.4610539,-79.9480911,"Liberty Avenue, 4770",15224
osm_207,Monro Muffler,40.377890600000015,-80.00290190000001,,
osm_208,UPMC Urgent Care at Shadyside,40.45608908044255,-79.94038485045105,"Centre Ave, 5231",15232
osm_209,Paisano's Restaurant,40.4220181,-79.9928981,"East Warrington Avenue, 812",15210
osm_210,Marathon,40.388014,-80.0900426,,
osm_212,Boston Market,40.45601204347658,-79.94095736353935,"Baum Boulevard, 5200",15224
osm_213,Scarehouse,40.49892799039492,-79.94434364957681,,
osm_214,Nazareth Baptist Church,40.44385859337236,-79.98307583147074,"Wylie Avenue, 1845",
osm_215,Crowne Plaza Pittsburgh West-Green Tree,40.42031186180584,-80.05655718720341,,
osm_216,Stanton,40.4710938,-79.9242629,,
osm_217,Washington Blvd at Frankstown Ave,40.4588242,-79.9079249,,
osm_218,Food Services,40.4311451375276,-79.9860724341299,South 13th Street,15203
osm_219,Carnegie Office Park,40.41834796957127,-80.09094122792983,,
osm_220,UPMC Shadyside,40.4555224778042,-79.94209594724077,"Centre Avenue, 5230",15232
osm_221,Three Gateway Center,40.44204436141013,-80.00493988128095,,
osm_222,Dave's Music Mine,40.42797892141886,-79.986034258733,"East Carson Street, 1210",15203
osm_223,Ewart Building,40.44324369580468,-79.99807253322243,"Liberty Avenue, 925",
osm_224,A Child's Wardrobe & Adults Too,40.4319245,-79.9229149,"Murray Avenue, 2200",
osm_225,USPS,40.45796638075972,-80.01972423694704,"California Avenue, 1001",15290
osm_226,PNC Bank,40.42182986660677,-79.92859695060937,,
osm_227,Legume,40.4501035,-79.9507308,,
osm_228,Mandarin Gourmet,40.4389199,-80.0009647,,
osm_229,Amazing Yoga,40.4509111,-79.9348999,,
osm_230,The Home Depot,40.46506221965012,-79.92208776101738,"North Highland Ave, 400",15206
osm_231,Palm Garden,40.4159609,-80.0120183,,
osm_232,Rainbow,40.4309712,-79.9774774,2007,
osm_233,Fairmont Pittsburgh,40.4414817,-80.0020083,"Market Street, 510",15222
osm_234,Aiello's Pizza,40.4332708,-79.9229647,,
osm_235,McNeilly Park,40.38505702122973,-80.0220090798633,,
osm_236,Craig Hall,40.446128060299486,-79.94890078605061,,
osm_237,Evergreen Ave opp Franklin St,40.4904301,-79.971696,,
osm_238,PNC Bank,40.4469681,-80.0039565,,
osm_239,New Grace Missionary Baptist Church,40.4515626,-79.8896933,,
osm_240,Jones Hall,40.45105124705629,-80.01401940177117,"Ridge Avenue, 808",
osm_241,Penn Avenue Fish Company,40.43981508614637,-80.00054098097145,"Forbes Avenue, 308",15222
osm_242,Wines & Spirits,40.4361515,-79.9230594,,
osm_243,Pierogies Plus,40.46888882043204,-80.05996944556324,"Island Avenue, 342",15136
osm_244,Pittsburgh Parking Authority,40.4432932,-80.0019537,,
osm_245,Family Dollar,40.47600083340603,-80.0310614110717,,
osm_246,Shop 'n Save,40.42899897007975,-80.00789811747144,,
osm_247,Children's Museum of Pittsburgh,40.45265796425368,-80.00666518339233,,
osm_248,Saint Elizabeth Ann Seton Parish Administratve Center,40.406952,-80.0870882,,
osm_249,The Coffee Tree Roasters,40.4509911,-79.9328242,"Walnut Street, 5524",15232
osm_250,Parador Inn,40.4514967,-80.0180848,,
osm_251,Mineo's Pizza House,40.3799062,-80.0446665,"Washington Road, 713A",15228
osm_252,Off Leash Exercise Area,40.4320180757541,-79.9059424683744,,
osm_253,North Side Station,40.44691107107965,-80.00984262460932,,
osm_254,Wines & Spirits,40.4589501,-79.926556,,
osm_255,The Bagel Factory,40.44399111250546,-79.94908481116737,"South Craig Street, 420",15213
osm_256,Crazy Mocha,40.4329877,-79.9231275,"Murray Avenue, 2100",
osm_257,Gran Prix,40.387091637053,-79.86512489450251,,
osm_258,Blawnox Community Park,40.49008767034868,-79.86499527821402,,
osm_259,Brighton-McClure Presbytyrian Church,40.48397335123832,-80.0359452005891,,
osm_260,Legion Park,40.48184477290251,-80.0350542778583,,
osm_261,Pitt Ohio Express Corporate Office,40.45828546875961,-79.97909833598511,"27th Street, 15",15222
osm_262,Saint James School,40.440556,-79.8849556,,
osm_263,Allegheny Refrigeration,40.45549798761567,-80.0148060505833,,
osm_264,EQT Plaza,40.4419609073485,-80.00094148832399,"Liberty Avenue, 625",
osm_265,Stever House,40.44597688506187,-79.94303936020287,,
osm_266,Rite Aid Pharmacy,40.4425478,-80.0033165,,
osm_267,Days Inn Pittsburgh,40.41891246478852,-80.03028313267106,,
osm_268,Overbrook Elementary School (closed),40.3903472,-79.9969748,,
osm_269,South Side Tattoo,40.42796324754492,-79.97414951237913,"East Carson Street, 2208",15203
osm_270,Curry on Murray,40.4329003,-79.9228965,"Murray Avenue, 2121",
osm_271,Foster Plaza 4,40.42194916290317,-80.05797966430458,"Holiday Drive, 501",15220
osm_272,Pennsylvania Hall,40.44506800845069,-79.96040014794858,,
osm_273,Trinity African Methodist Episcopal Church,40.448976,-79.968918,,
osm_274,Amos Hall,40.44350586772327,-79.95609745886325,,
osm_275,Carmalt Field,40.38627875994129,-80.0064160804487,,
osm_276,PNC,40.427106,-80.0564715,,
osm_277,Carnegie Museum of Art,40.44369873412575,-79.94932244435219,,
osm_278,Gumberg Library,40.43699730837909,-79.99092096681419,,
osm_279,Legends of the North Shore,40.4565365,-80.001474,,
osm_280,Highland Park Pool,40.48195729393223,-79.91094095329603,,
osm_281,CVS Pharmacy,40.4440382,-79.9280155,"Wilkins Avenue, 5600",
osm_282,Lebo Subs,40.3820557,-80.0444058,"Washington Road, 632",15228
osm_283,East Ohio St at Cedar Ave,40.4533224,-80.0015006,,
osm_284,Stevenson,40.3989759,-80.0337683,,
osm_285,Clearview Federal Credit Union,40.47042542872117,-80.09221202824817,"Langer Way, 101",
osm_286,North Side Beer,40.4570681,-80.0068866,"Federal Street, 1304",
osm_287,Giant Eagle Drive,40.4114697,-79.9079765,,
osm_288,Southside Riverfront Park,40.43198071974789,-79.97590882114648,,
osm_289,Southside Works Cinema,40.42806544999999,-79.96501825000001,"Cinema Drive, 425",15203
osm_290,Foerster Student Services Center,40.44995365771908,-80.01508441774754,,
osm_291,East Liberty Lutheran Church,40.46306638953907,-79.9281550010629,,
osm_292,Tabernacle Baptist Church,40.4549255,-80.0140004,,
osm_293,Pittsburgh Science and Technology Academy,40.44295310254788,-79.95778397418313,,
osm_294,Allegheny Center Alliance Church,40.45293522669005,-80.00328850938693,"East Ohio Street, 250",
osm_295,Union School,40.3610251,-79.9940634,,
osm_296,Rent-A-Center,40.42857540000001,-79.9727669,"East Carson Street, 2303",15203
osm_297,DoubleTree by Hilton Hotel Pittsburgh-Green Tree,40.418696474267925,-80.05909918653225,"Mansfield Avenue, 500",15205
osm_298,Potak House,40.4640809,-80.0229193,,
osm_299,Autoshine,40.3730967,-79.981494,,
osm_300,Falk Medical Building,40.44097306354891,-79.95895655697271,,
osm_301,Crescent Elementary School,40.45415467114135,-79.88119158272815,,
osm_302,Maranatha Bible Baptist Church,40.4419608,-79.8834817,,
osm_303,Hazelwood Green,40.41597697067248,-79.94980776323993,,
osm_304,Roth Cash Register,40.39995873452833,-80.00103907793668,,
osm_305,Pittsburgh Montessori School,40.46195828785452,-79.93550477494777,,
osm_306,Green Pepper,40.4341354,-79.9229748,"Murray Avenue, 2020",
osm_307,University of Pittsburgh,40.44398772299885,-79.95764067917919,,
osm_308,Geno Como,40.3884533,-80.0498152,"Beverly Road, 309",
osm_309,St. George Syrian Orthodox Church,40.44399095582431,-79.98690730696804,,
osm_310,German Cemetery,40.40391640260138,-80.0230468723933,,
osm_311,Woodlawn Apartments,40.44194043199985,-79.93809379819479,,
osm_312,West Park,40.45294437260129,-80.01117571507609,,
osm_313,Baum Grove,40.45900278191756,-79.9352883435201,,
osm_314,Bill Few Associates,40.3789425,-80.0460999,"Washington Road, 740",15228
osm_315,Equity Real Estate,40.434093,-79.9230738,,
osm_316,Medicap Pharmacy,40.4790318,-79.972034,,
osm_317,Spencer United Methodist Church,40.38606122977367,-79.97698693252242,,
osm_318,West Park American Hardware,40.4727814,-80.0740876,,
osm_319,Giant Eagle,40.489186907711904,-80.04422044604208,"Brighton Road, 4110",15212
osm_320,Giant Eagle,40.46261436003594,-79.86495143249945,,
osm_321,Resnik House,40.44255799500126,-79.94000745589017,"Margaret Morrison Street, 5125",
osm_322,Bob Matthew's Auto Repair,40.37794924083161,-79.99225031604321,,
osm_323,Constellation Coffee,40.465668,-79.9560239,"Penn Avenue, 4059",15224
osm_324,Citizens Bank,40.494988,-80.0549942,,
osm_325,Century Building,40.4436235,-80.00105435,130,15222
osm_326,Bob's Diner,40.3660933,-80.0140989,,
osm_327,Evergreen Ave at Franklin St,40.4902008,-79.9717853,,
osm_328,First National Trust Company,40.446952,-80.0034747,,
osm_329,William Pitt Union Lawn,40.44357735089991,-79.95395463189465,,
osm_330,Jennie King Mellon Library,40.44793727845026,-79.92614585987384,,
osm_331,Braddock Post Office,40.3980896,-79.8609372,,
osm_332,Imperial House,40.43336532903953,-79.9259170971752,,
osm_333,Rankin Elementary School,40.4122912,-79.8789384,,
osm_334,Cathedral Lawn,40.44502421378213,-79.95190871486675,,
osm_335,Corinthian Baptist Church,40.4369831,-79.9770287,,
osm_336,Mamaux Building,40.438968788180745,-80.0050453594171,"First Avenue, 123",15222
osm_337,Tessaro's,40.4630252,-79.9507142,,
osm_338,"Dilworth Hall, Chatham University",40.44755761690413,-79.9249104833421,,
osm_339,Alberta Modern Hair,40.3791403,-80.045108,"Washington Road, 733",15228
osm_340,Mullen's Bar & Grill,40.4479067,-80.0039218,,
osm_341,The Frick Greenhouse,40.44809275129186,-79.90105617949554,,
osm_342,First National Bank,40.487991623756,-79.8789514162024,,
osm_343,Propel Northside,40.46016987616675,-80.01593056282843,,
osm_344,Temple Emanuel of South Hills,40.3751076035273,-80.07305655406606,"Bower Hill Road, 1250",15243
osm_345,Sto-Rox Neighborhood Family Health Center,40.46493379898109,-80.06307263298127,"Thompson Avenue, 710",15136
osm_346,Parkside Cafe,40.387873241974354,-79.86457629665205,,
osm_347,Gentilcore Jewelers,40.4879531,-79.8805202,"Freeport Road, 1155",15238
osm_348,Environmental Charter School,40.445032,-79.89600560000001,,
osm_349,K. Leroy Irvis Science Center,40.44896076939616,-80.0149699675796,,
osm_350,West Building,40.43050801020115,-79.99691267773501,,
osm_351,Hofbruhaus,40.4290232,-79.9647537,,
osm_352,Primanti Bros. Restaurant,40.4388041,-79.9979826,"Cherry Way, 411",15222
osm_353,Oakland Square,40.43706358350328,-79.9509940797457,,
osm_354,Family Dollar,40.430048629126425,-79.97680521724459,"Wharton Street, 2020",15203
osm_355,Wightman School Community Building,40.44267647354844,-79.92676069271437,"Solway Street, 5604",
osm_356,JR's Bar,40.4540025,-79.9999785,,
osm_357,Bellefield Boiler Plant,40.44221868707607,-79.94914394583546,,
osm_358,Assumption Hall (DU),40.43499403030244,-79.98693874278386,,
osm_359,Holy Trinity Catholic Church,40.37055093971395,-79.86588693177,"Grant Ave Ext, 529",15122
osm_360,WS Vending Machine Co,40.4550761505914,-79.99971687267862,,
osm_361,Pittsburgh Popcorn,40.442054,-79.957961,,
osm_362,Bridgestreet The Encore on 7th,40.44414866728787,-80.00099570181919,100,15222
osm_363,9th St at Penn Ave,40.4440424,-79.9979644,,
osm_364,YMCA of Greater Pittsburgh,40.43801861404598,-80.00090414551444,Boulevard of the Allies,15222
osm_365,Redbox,40.4894963,-80.0439183,,
osm_366,XFactory,40.45396559929466,-79.90459839126721,"Lynn Way, 6901",15208
osm_367,Las Palmas,40.4389517,-79.954966,"Atwood Street, 326",
osm_368,Jalen's Barbershop,40.4536542,-79.9989737,,
osm_369,E&M Pizzeria,40.3659664,-79.98463645000001,,
osm_370,Evergreen Ave at David St,40.4889899,-79.971913,,
osm_371,Dormont Junction,40.3915943,-80.0410345,,
osm_372,Minadeo Elementary School Library,40.423758,-79.9243926,,
osm_373,St. Bede Parish,40.4419643,-79.9109005,,
osm_375,PNC Bank,40.3821693,-80.043918,"Washington Road, 620",15228
osm_376,Delanie's Coffee,40.4288961,-79.9810498,,
osm_377,First Presbyterian Church,40.4415242681709,-79.9991115321045,,
osm_378,Bellevue Gables Apartments,40.49697095,-80.05640909999998,"Hawley Avenue, 25",
osm_379,Subway,40.3663858,-79.98503114999998,,
osm_380,Rankin Boulevard at Hawkins,40.4120835,-79.8809149,,
osm_381,Tunnel Park,40.4283997464232,-79.96508497977509,,
osm_382,Tavern 245,40.43968675702506,-80.00091754808402,"Fourth Avenue, 245",15222
osm_384,Herschel Park,40.438964412429335,-80.04491058548126,,
osm_385,Bernie's Photo Center,40.4529231,-79.9997941,,
osm_386,Saint Edmunds Academy,40.43751875559203,-79.9250458261445,,
osm_387,Victory Building,40.44314466235934,-79.99826750466487,"Liberty Avenue, 821",
osm_388,Giant Eagle Market District,40.48796171630853,-79.89431540494557,"Freeport Road, 910",15238
osm_389,South Hills Congregational Church,40.3769092,-79.9752248,,
osm_390,Observatory Hill School,40.4899929,-80.0164939,,
osm_392,Oxford Building,40.44012129426306,-79.959468544723,,
osm_393,Artists Image Resource Inc,40.45465008935547,-80.0001981089732,,
