index,name,latitude,longitude,address,postalcode
fsq_516,CCAC SSC Building,40.45021658812367,-80.01480430979795,,15212
fsq_527,Greentree Road,40.40547492647236,-80.05879938715569,,15220
fsq_533,Station Square Food Court,40.43608500877309,-80.0072539605167,125 W Station Square Dr,15219
fsq_534,Woodland Manor,40.451479,-79.925642,"5903 5th Ave, College St.",15232
fsq_538,Laughlin House Chatham University,40.45017168194596,-79.92504998563216,,
fsq_542,Shadyside Village Shopping Plaza,40.45050952349995,-79.93554830290465,"800 blk South Aiken Avenue, at Walnut Street",15232
fsq_579,Denham Street,40.462842928913126,-80.00570730330806,,15214
fsq_606,Bus Stop: Wood St at Third Ave,40.44019926418467,-80.0005867908597,"Wood St, Third Ave",15222
fsq_655,Baldwin Borough Building,40.38292501572428,-79.956557549015,3344 Churchview Ave,15227
fsq_681,950 North Shore,40.453884,-79.992027,950 Progess Street,15212
fsq_684,Green Market,40.46238704073328,-79.95027442858442,4619 Liberty Ave,15224
fsq_693,Brighton Farm Stand,40.476210523493314,-80.03172862303286,,
fsq_719,Castle Shannon Plaza,40.3730954920192,-80.03431599324401,,15228
fsq_741,1 Freeport Road,40.49215364790408,-79.86453311918928,,
fsq_746,Millvale Community Center,40.480849,-79.972376,416 Lincoln Ave,15209
fsq_759,Gladstone Field,40.41478517,-79.93898034095764,,
fsq_767,Crafton Towers,40.44090856472286,-80.06822304621062,,
fsq_777,Spring Garden School,40.464658,-79.985662,,15212
fsq_791,University Center,40.4395036148561,-80.00062445380998,410 Wood St,
fsq_800,Squaw Valley Playground,40.49784761493326,-79.88234970998961,Fox Chapel Rd,
fsq_816,Lawrenceville Farmer's Market,40.480770462505184,-79.95543754760226,5137 Butler St,15201
fsq_817,William Penn Building,40.43815998673477,-80.00233417387784,,
fsq_827,"The Waterfront (Pittsburgh, Downtown)",40.440041,-80.000859,,15222
fsq_837,Schenley House 6J,40.44909421665789,-79.95091915218,"151 N Craig St, Bayard Road",15213
fsq_854,Zipcar Chatham University,40.45945711666667,-79.92150211666667,5701 Woodland Rd,15232
fsq_857,The University Of Pittsburgh School Of Law,40.44193774632786,-79.95599570432363,"3900 Forbes Ave, at South Bouquet St.",15260
fsq_860,comfort inn lounge,40.40821075439453,-80.04436492919922,,15220
fsq_900,Stanton Avenue,40.48129784806868,-79.93555923230306,"5000 Stanton Ave, Butler",15201
fsq_927,Brookline Blvd,40.38337895818406,-80.00094249992799,,
fsq_928,West North Avenue,40.4553511152317,-80.0069963065395,,15212
fsq_953,Smallman Street,40.45182934838238,-79.98381012787623,,15222
fsq_958,Saint Nicholas Parrish,40.47717795347036,-79.97126920906456,maryland ave,15209
fsq_970,Evergreen Ave at North Ave,40.490904032645446,-79.97235623293952,,15209
fsq_972,Plainview Avenue,40.40411035607338,-80.0163938678309,Plainview Ave.,15226
fsq_995,Scotts Pool,40.402655,-80.045707,,
fsq_996,East Street,40.45641301052297,-79.99872469718296,,
fsq_1001,Bloomfield Bocce Courts,40.462595,-79.953713,,
fsq_1006,Highlander Apts,40.469028287194895,-79.92109948928913,", Stanton and highland",
fsq_1010,Allegheny Ave,40.45716328204014,-80.01572233032225,,15212
fsq_1012,Schenley Quadrangle,40.44323200965612,-79.95569586753845,"Fifth Ave, btwn University Pl and Thackeray Ave",15260
fsq_1024,5th Ave shadyside,40.4477153,-79.939067,,
fsq_1031,Federal street,40.456918672893785,-80.00747236856147,,15212
fsq_1060,The Dome Zone,40.458533,-79.936688,,15232
fsq_1076,Banksville & Crane,40.4163445681855,-80.02997034746389,"Banksville Rd, Crave Ave",15220
fsq_1094,West End Bridge,40.44699790202737,-80.02858983187323,,15233
fsq_1114,Duquesne University - Carfang Commons,40.437866,-79.993948,,
fsq_1121,Pittsburgh Sauce Palace,40.43808061021926,-79.95410445403006,Oakland,15213
fsq_1132,Rankin Bridge,40.405747635243486,-79.88064914134793,,
fsq_1134,Relay for life Duquesne University,40.4304084777832,-79.98771667480469,,15203
fsq_1138,Rikshaw Pittsburgh,40.445185,-80.015801,,
fsq_1152,Pittsburgh Flea In The Strip,40.452655,-79.986164,,
fsq_1160,Smithfield Street Bridge,40.43501326309981,-80.00200420618057,"Smithfield Street, btwn I-376 & W Station Sq. Dr.",
fsq_1174,St. James AME Church,40.46074045561011,-79.91010096562282,444 Lincoln Ave,15206
fsq_1182,Not The War Streets,40.45149447028824,-80.0152259759484,,15233
fsq_1185,Forbes Avenue,40.4379489367028,-79.99203443527222,"Forbes Ave, Armstrong Tunnel",
fsq_1190,Phillips elementary school,40.4277960476675,-79.97832642896282,Sarah st,15203
fsq_1192,GBU Financial,40.363758,-79.98482,"Clairton Boulevard, Brownsville Road",15227
fsq_1204,Squirrel Hill South,40.43700263682835,-79.92268345505305,,
fsq_1219,greentree library garden,40.418429,-80.047264,,15220
fsq_1248,Faison Middle School,40.452686105804766,-79.8935935293493,,15208
fsq_1281,Boundary Street Playground,40.43856532949985,-79.95034545768829,45 Boundary St,15213
fsq_1301,Posner Hall,40.4422,-79.941913,,
fsq_1302,duquesne university St. Martin Hall,40.43414796369744,-79.98446552696254,,
fsq_1316,East Side Bond,40.45984764974263,-79.92344903191655,,
fsq_1345,Brentwood Avenue,40.38180236820617,-79.97306634172111,,15227
fsq_1353,Allegheny Dwellings,40.4628150833926,-80.00563154746105,Belleau Drive,15212
fsq_1357,Mitchells Pittsburgh PA,40.43673717158543,-79.99952196211346,,15219
fsq_1360,Hughes Funeral Home,40.461115,-79.985088,,
fsq_1387,East Liberty YMCA,40.46120366309148,-79.92607200101433,,
fsq_1399,Parson Palace,40.46787,-79.985692,,
fsq_1405,Herron Intersection,40.45605740353228,-79.96569731620858,", Herron Ave and Bigelow Boulevard",
fsq_1413,Troy Hill Cemetary,40.468373385617326,-79.97952260387504,,15212
fsq_1431,Avalon Borough,40.50180159149469,-80.06347587682134,,15202
fsq_1457,Roberto Clemente Bridge,40.445575372763,-80.003342628479,Roberto Clemente Bridge,15219
fsq_1459,Brottier Laundry Duquesne University,40.437401103947,-79.99296888286163,"McAnulty Drive (G Floor, Brottier Hall)",15219
fsq_1485,Potomac Ave,40.40034508140807,-80.0381283194262,,15216
fsq_1490,Chatham University Berry Hall,40.4498710663112,-79.92737909514862,Woodland Road,15232
fsq_1503,Boulevard Apartments,40.454259,-79.94919655,"Baum boulevard, Millvale",15213
fsq_1507,Oakland Jobsite,40.444035,-79.955578,"5th Ave, University Blvd",
fsq_1537,Trimont Plaza,40.43830490112305,-80.01985931396484,Grandview Avenue,15122
fsq_1545,Galleria Mt Lebanon Area,40.37370453098502,-80.04922188905282,,
fsq_1557,Second Baptist Church,40.40328562826333,-79.89371150819821,,15120
fsq_1563,Neville Palace,40.45190112551119,-79.94960111607604,,15213
fsq_1574,McKees Rocks Bridge,40.47708444297618,-80.04827499389648,"Mckees Rocks Bridge, Route 65",15233
fsq_1579,Center Field,40.44627268639391,-80.00551213671434,N Shore Trail (Part of the 3 Rivers Heritage Trail),15212
fsq_1586,Highland Park Bridge,40.48788427540008,-79.91018295988547,Highland Park Bridge,
fsq_1598,Millvale Marina,40.47528962956643,-79.96852154559697,Allegheny River,15606
fsq_1599,Carnegie station,40.455955,-79.950203,West busway,
fsq_1619,Panther Hollow Trail,40.43410471251231,-79.94618196197253,,15207
fsq_1621,West End Dump,40.43952986356093,-80.04477931632034,Hassler Street,15220
fsq_1631,Evergreen Ave,40.48358385104528,-79.97204487572695,,15209
fsq_1686,Henderson Street,40.462825298462974,-80.00573946387131,,15212
fsq_1698,Bailey Avenue,40.426846459144535,-80.00483567115093,,15211
fsq_1742,The Nixon Library,40.44373632011124,-79.93646636761447,,15217
fsq_1752,Panther Hollow Bridge,40.44025060771303,-79.95155840731981,Schenley Park,15213
fsq_1755,Munhal Cemetary,40.3962779045105,-79.89727735519409,2305 Clinton St,15120
fsq_1767,Allegheny  River,40.44581393120172,-79.99965301866281,,15212
fsq_1819,"Scott Township, Pa",40.403538261547865,-80.0614568866512,,
fsq_1820,Freeport Road @ Center Avenue,40.492322290916405,-79.86384947654864,"Freeport Road, Center Avenue",15238
fsq_1823,Presston,40.46732482873431,-80.06295203525468,200-298 Nichol Ave,15136
fsq_1827,Lawrenceville Manor,40.47086,-79.956963,"279 45th St, Davison Street",15201
fsq_1830,Garvey Electric Building,40.426515,-79.965952,,
fsq_1832,Mercy Professional Office Building,40.43685856113629,-79.98619557471065,1350 Locust St,15219
fsq_1833,VA Highland Drive,40.48028083578692,-79.8942418353835,,15139
fsq_1866,Allegheny Center Mall,40.45074345590087,-80.00565956515973,1 Allegheny Ctr,15212
fsq_1875,East End Shopping Center,40.45905728066832,-79.92570036043671,"Highland Ave, Penn Cirlce",15232
fsq_1879,Route 51,40.36431412914386,-79.98453106659991,,15227
fsq_1880,Brentwood Town Homes,40.37346528067393,-79.98474315976115,,15227
fsq_1952,Friendship Ave,40.46216071713447,-79.94015492337066,,15224
fsq_1959,Woodland Manor,40.45161336489329,-79.92566756854534,,
fsq_1989,Morningside Market,40.48524010808241,-79.92582196000512,1748 Chislett St,15206
fsq_1999,Seagate Building,40.448205386710136,-79.99327840819726,1251 Waterfront Pl,15222
fsq_2006,Ten Allegheny Center,40.45171486360248,-80.00680299068267,10 Childrens Way,15212
fsq_2018,Dormont Street Fair,40.39555756698023,-80.03506926372442,,
fsq_2024,McNeilly Rd,40.39098903661241,-80.02861712619917,,15216
fsq_2065,Eleanor St.,40.418252,-79.972675,,15210
fsq_2080,Allegheny County (Pittsburgh),40.439946,-80.00028,,15222
fsq_2096,Fifth Ave and S Highland Ave,40.45201846652027,-79.9240388891638,,
fsq_2213,Mt. Lebanon Blvd.,40.3651109205451,-80.03342625226065,,15234
fsq_2226,51 Lincoln Ave,40.489282,-80.04735,,
fsq_2236,Amberson Towers,40.45286776799512,-79.94205676761318,5 Bayard Rd,15213
fsq_2238,Shiloh Street,40.431508,-80.006866,,
fsq_2244,Waterfront Auto Complex,40.408929,-79.90964389999999,320 E 6th Ave.,15120
fsq_2245,Greentree Manor,40.41159,-80.046666,1088 Greentree Rd,15220
fsq_2272,1927 Murray Ave,40.435222,-79.922759,,15217
fsq_2296,East Ohio Street,40.45406711368662,-79.99943459097084,,
fsq_2342,The Market,40.447261,-80.006585,,15212
fsq_2350,65 Squirrel Hill (South Oakland),40.43458437483904,-79.93991448891867,,
fsq_2386,Driscoll Building,40.43018,-79.97161,"160 south 22nd st, Mary st",
fsq_2388,Legacy Plaza,40.44279705055792,-79.94135162138079,,
fsq_2395,Howe Street,40.4521208131608,-79.92697923462548,,15232
fsq_2473,219 Lincoln Avenue,40.49207608540693,-80.04899812855811,"219 Laurel Ave, Lincoln & Grant",15202
fsq_2501,Frick Park Market,40.45428606235489,-79.9122819869187,,15206
fsq_2511,Warrington Ave,40.42139747600813,-79.99749056034321,,15210
fsq_2516,imadeit Market,40.451253,-80.00545,,
fsq_2532,Dormont Village,40.39392253838981,-80.0354950224039,2961 W Liberty Ave,15216
fsq_2537,IBEW 5 Building,40.425872107901526,-79.96319312607159,"5 Hot Metal St, East Carson St",15203
fsq_2562,Liberty Avenue at 17th Street,40.45038540743007,-79.98477683980077,,15222
fsq_2572,Murray Avenue,40.43806325797746,-79.9229621887207,,15217
fsq_2591,Drake Building,40.46378406434786,-79.95400611025583,4117 Liberty Ave,15224
fsq_2636,Garfield Night Market,40.46492374606861,-79.93996366874671,"N. Pacific Ave., Penn Ave.",
fsq_2668,Riverfront Place,40.45402145529047,-79.99380988897485,,15212
fsq_2712,Thomas Pecora Building,40.44394302368164,-79.99971771240234,,15222
