index,name,latitude,longitude,address,postalcode
fsq_54,"Amish Yard, LLC",40.37539,-79.98529,3290 Saw Mill Run Blvd,15227
fsq_55,Kenny's Nail Center,40.439620727808624,-80.00115469419259,,
fsq_56,Boombox,40.46283845000001,-79.95170590000001,"4514 Liberty Ave, Ella",15224
fsq_57,South Hills Eye Associates,40.37978483628154,-80.04498125639118,Washington Rd,15228
fsq_58,Mandarin Gourmet,40.43939848884845,-80.00141277425669,305 Wood St,15222
fsq_59,28th street bridge,40.455527827688016,-79.97300511778441,28th Street,15201
fsq_60,Supercuts,40.45840603229967,-79.92506517384129,219 S Highland Ave,15206
fsq_61,The Point,40.447482,-79.955095,,15213
fsq_62,State Representative Dan Miller,40.381212,-80.044267,650 Washington Rd,15228
fsq_63,highland park,40.47353518855055,-79.92109297942342,,
fsq_64,Duquesne University - Union Ballroom,40.43767608281294,-79.98549230894811,,15219
fsq_66,The Bauergarten,40.44049662186007,-79.98632669448851,1420 Centre Ave.,15219
fsq_67,Resonance Violins,40.383337,-80.044135,530 Washington Rd,15228
fsq_68,South Side Air Stip,40.422195,-79.957215,,
fsq_69,Mudge A2,40.446923,-79.942474,,15213
fsq_70,South Side Fountain,40.42787635410452,-79.96572002959385,"South 27th Street, Sidney Street",15203
fsq_72,Parker's,40.395322,-80.022329,600 Brookline Blvd,15226
fsq_73,Brad's House,40.46162033081055,-79.94918823242188,,15224
fsq_74,Circle K,40.494824,-79.936329,501 N Main St,15215
fsq_75,Bouquet Building D,40.43994313234709,-79.95487058861217,,
fsq_77,Torch & Dagger Tattoo,40.466418,-79.964806,"3703 Butler St, 37th",15201
fsq_78,North Way Christian Community,40.39665952463144,-80.03508998107141,"2865 Espy Ave, Potomac",15216
fsq_79,Ace Paints & Unfinished Furniture,40.38895072,-80.04970988,294 Beverly Rd,15216
fsq_80,Chatham Center Garage,40.438821165304205,-79.9928069313895,112 Washington Pl,15219
fsq_81,Kellys beer dist,40.468702,-80.036118,,15212
fsq_83,Crystal Restaurant,40.4460079864886,-79.99200805653605,"1211 Penn Ave, at 12th St",15222
fsq_84,M. Nail Salon,40.45059474613826,-79.93554830290465,"816 S Aiken Ave, Walnut St.",15232
fsq_85,barber shop styles,40.36704262519365,-79.98448737351382,"4114 Clairton Blvd, Brentwood, PA 15227",15227
fsq_86,Joslin Diabetes Center,40.458086501729895,-79.9422750894749,651 4th Ave,15068
fsq_87,South Side Slopes Marker,40.42376475793026,-79.97859406769787,,15203
fsq_89,Pandora's Box & Gallery,40.428161609399474,-79.97200663879963,2318 E Carson St,15203
fsq_90,Allegheny Valley Bank,40.49217504681012,-79.86479016745048,,
fsq_91,Primanti Bros. (PNC Park),40.44659,-80.00681,115 Federal St,15212
fsq_92,Sweeneys Irish Pub,40.478364,-79.970212,142 Grant Ave,15209
fsq_93,Washington Blvd at Frankstown,40.458690834965296,-79.90798928435993,,
fsq_94,Alan's Pets and Plants,40.431833,-79.923275,"2229 Murray Ave, Nicholson St",15217
fsq_95,Millie's Homemade Ice cream,40.44064445432541,-80.00159784101493,246 Forbes Ave,15222
fsq_96,Foster Plaza Building 3,40.42151086167388,-80.06253461145025,601 Holiday Dr,15220
fsq_97,Allegheny Observatory,40.48254,-80.020759,159 Riverview Ave,15214
fsq_98,Il Pizzaiolo,40.3802433647416,-80.04465342022722,703 Washington Rd,15228
fsq_99,Duquesne University Pittsburgh Technology Conference,40.4407391033976,-79.99231900893427,,15219
fsq_100,CoGo's,40.49707629044866,-80.06049648558388,"620 Lincoln Ave, at Florence Ave.",15202
fsq_101,Pittsburgh Beauty Bar,40.42638122660737,-79.9705099230252,2429 E Carson St Ste 101,15203
fsq_103,Ohio Valley General Hospital,40.472164526919,-80.09105267888276,25 Heckel Rd,15136
fsq_104,PA Wine & Spirits,40.47564650799476,-80.0307027131223,3202 Brighton Rd,15212
fsq_105,The Barbers Inn,40.46244168186082,-79.9236617745205,"6010 Broad St, A. Highland Avenue",15206
fsq_106,Meineke Car Care Center,40.470173,-79.90869,Washington Blvd,15208
fsq_107,Liberty News,40.44163695799682,-80.00197923954453,602 Liberty Ave,15222
fsq_108,Remnant City,40.377993333877335,-79.98759269714355,2855 Saw Mill Run Blvd,15227
fsq_109,St Clair Hospital ER Room 39,40.38993787630774,-80.07401205714321,,15220
fsq_111,Canton Avenue,40.40939147493192,-80.03008008949655,"Coast Avenue and Canton Avenue, Hampshie",15216
fsq_112,The Beta House,40.42939671,-79.97874252,", 19th St And Sidney",15203
fsq_113,Galley Park,40.498366,-79.978255,,
fsq_114,Greater Pittsburgh Specialty Advertising,40.47876,-79.96864,112 Lincoln Ave,15209
fsq_115,Byzantine Seminary Press,40.48442302833977,-80.01496889181253,3643 Perrysville Ave,15214
fsq_116,St. Anne Catholic Church,40.36513621806511,-80.03342257090976,"400 Hoodridge Dr, Vernon Drive",15234
fsq_117,Ronnies Tires,40.4005038387303,-80.0001089846415,,15210
fsq_118,Peace Garden,40.44107265392741,-79.9429581217329,,
fsq_119,Allegro Hearth Bakery,40.4337383825962,-79.92298975225398,2034 Murray Ave,15217
fsq_120,Allegheny General Hospital: Emergency Room,40.45659879999999,-80.00282419999999,320 East North Avenue,15212
fsq_121,Henderson House,40.44120876066768,-79.93932000273801,"Margaret Morrison St, at Carnegie Mellon University",15213
fsq_122,South Side Jewelers and More,40.428731,-79.979408,1821 E Carson St,15203
fsq_123,Edgebrook Veterinary Clinic,40.401935,-80.00045,"rt 51, edgebrook ave",15226
fsq_124,CVS,40.45185572530253,-79.95156740305458,"4725 Centre Ave, at Craig St",15213
fsq_125,Hampton Inn & Suites Pittsburgh,40.447126683184834,-79.99229997396469,1247 Smallman St,15222
fsq_126,Schenley high school,40.4511901499639,-79.95420056248219,"4101 Bigelow Blvd, Centre ave.",15213
fsq_127,Plum Pan-Asian Kitchen,40.45958036480705,-79.92544173152565,"5996 Penn Cir S, at S. Highland Ave",15206
fsq_128,The Healing Touch,40.442129702590535,-80.00559568405151,2 Gateway Ctr.,15222
fsq_129,Costco Gas,40.40448424068523,-79.92124008202052,,
fsq_130,Allegheny County Adult Probation,40.463258707521625,-80.03157578018246,841 California Ave,
fsq_131,Resolution Rentals,40.4912947,-80.04752254,176 Lincoln Ave,15202
fsq_133,Rita's Italian Ice,40.48826558523096,-79.87982241970921,"1175 Freeport Rd, Fox Chapel Plaza",15238
fsq_134,Aldi,40.46420097851685,-79.9393397569657,"5200 Penn Ave, Pacific Ave",15224
fsq_135,Banksville Chiropractic,40.400507,-80.044249,,
fsq_136,East Lib,40.46056447882348,-79.92277090304773,,
fsq_137,New Balance Pittsburgh,40.44202268086289,-79.95643437435061,"3810 Forbes Ave, at S Bouquet St.",15213
fsq_138,Castle Shannon T Station,40.36835998382549,-80.03024385250849,"750 Castle Shannon Blvd, Mt Leanon Blcd",15228
fsq_139,Ace Hotel Pittsburgh,40.46128303294939,-79.9261482430296,"120 S Whitfield St, Mignonette",15206
fsq_140,Stone Neapolitan Pizzeria,40.4411159670376,-80.0060755547607,"300 Liberty Ave, Commonwealth Place",15222
fsq_141,First National Bank Of Pa,40.44184465434891,-79.99988782781976,"6th, Wood",15222
fsq_142,Scarpaci's,40.42892137086715,-80.00721746329755,"307 Shiloh St, Southern Ave.",15211
fsq_143,Karl's Garage,40.374369,-80.020268,,
fsq_144,CVS,40.46090660896021,-79.92382794699817,"6100 Penn Ave, Sheridan Sq.",15206
fsq_146,Albright Methodist Church,40.45720983043438,-79.9367833162897,"Centre Avenue, S Graham Street",15232
fsq_147,Alpha House,40.45434149055696,-79.92172698691422,"435 Shady Ave, Pittsburgh, PA 15206",15206
fsq_148,Mecka Fitness,40.38591814227582,-80.04371350280258,,
fsq_151,Starbucks,40.439605,-79.9925,112 Washington Pl,15219
fsq_152,Pool,40.495652,-79.923976,,15215
fsq_153,Zone 1 Police Station,40.45695909333365,-80.01601940032977,Brighton Rd,15212
fsq_154,Kavsar,40.429083085961146,-80.00735862040453,16 Southern Ave,15211
fsq_155,Schenley Park Tennis Courts,40.43238948091526,-79.94212208951784,,
fsq_156,Forest Hills,40.42964812976616,-79.86393151394546,,
fsq_157,Southside Tracks,40.436884801000986,-79.96596499370881,,15203
fsq_158,PNC Park Third Base,40.44735529432515,-80.00600337982178,500 Greenfield Ave,15207
fsq_159,Northside Community Food Pantry,40.4583719831155,-80.01625737688795,"1601 Brighton Rd Bsmt, Freedmore St",15212
fsq_160,Point Park University Shuttle Stop - Downtown,40.43790679729818,-80.00084347180531,,15222
fsq_161,Citizens Bank Supermarket Branch,40.45644076296891,-79.93459871629966,5550 Centre Ave,15232
fsq_162,Gavino's Pizzeria,40.46551823371859,-80.05967795352402,"528 Charities Ave, Furnace Ave",15136
fsq_163,Family Dollar,40.41422985622372,-79.98785635815184,240 Hays Ave,15210
fsq_164,Rivervue,40.44048212550861,-80.00598172274411,,15222
fsq_165,Costco Tire,40.403001,-79.921314,,15120
fsq_167,Honus Wagner Apartments,40.40523842507495,-80.08881837282458,,15106
fsq_168,St Michael's Lutheran Church,40.461168,-79.988095,Spring Hill Avenue,15212
fsq_170,Penthouse Suite,40.45135571666667,-79.95464278333333,,
fsq_171,Love Ramen,40.44049,-79.95662,,15213
fsq_172,Weldins,40.439887,-80.000973,413 Wood St,15222
fsq_173,Caff Mona,40.46585327748628,-79.95434877789955,4200 Penn Ave,15224
fsq_174,Wai Wai,40.4618716280337,-79.94937823246147,4717 Liberty Ave,15224
fsq_175,McFadden's,40.44643247379843,-80.00768792869756,"211 N Shore Dr, at Mazeroski Way",15212
fsq_176,CrossFit Mt. Lebanon,40.38594823238381,-80.04367626677691,Washington Rd,15228
fsq_178,Pasqual Associates,40.383512,-80.0439,,15228
fsq_179,North Side Overlook,40.46283031102469,-80.00566229526301,Catoma,15214
fsq_180,Pittsburgh Baptist Church,40.39571211977128,-80.03026568755337,3100 Pioneer Ave,15226
fsq_181,Dr. Rosato Dentistry,40.48937443333333,-80.04732901999999,,
fsq_182,Marathon,40.38789598153636,-80.09005943570388,"Washington Pike, Greentree Rd",15106
fsq_183,Thermopylae,40.43243410266046,-80.01229358631484,201 Ulysses St,15211
fsq_184,Connelly School Construction,40.444883361180686,-79.98774790984073,,
fsq_186,Southside Mural,40.42099291617997,-79.98568892539407,2109-2259 S 18th St,15203
fsq_187,Arby's,40.36493,-80.020293,3700 Library Rd,15234
fsq_188,Slacker,40.42886510771133,-79.98419845234012,"1321 E Carson St, btw 13th & 14th St",15203
fsq_189,Arrott Building,40.43955012384812,-80.0013294329334,"401 Wood St, Fourth Ave",15222
fsq_190,Quest Diagnostics,40.36414698351175,-79.98360804549651,4190 Brownsville Rd,15227
fsq_192,Southside Motors,40.41158452767892,-79.95577096939087,4600 Carson St,15210
fsq_193,Happy Family Chinese Restaurant,40.44917277863251,-79.98723453365989,1611 Penn Ave,15222
fsq_194,Dollar Bank,40.43807033949655,-79.92206820689384,5822 Forbes Ave,15217
fsq_195,Fl. 2 Restaurant,40.441711,-80.002136,510 Market St,15222
fsq_196,Pizza Milano,40.4385821185373,-79.98796194710906,1304 5th Ave,15219
fsq_197,Westwood Golf Club,40.376739098588565,-79.88338115222604,825 Commonwealth Ave,15122
fsq_198,everest ethnic restaurant,40.36778714210016,-79.98367904746713,,
fsq_199,Northgate Church,40.49826968735254,-80.01649880374026,238 W View Ave,15229
fsq_202,Pittsburgh Parks Conservancy,40.43412619082024,-79.96953212771115,45 S 23rd St,15203
fsq_203,Trey's Laundromat,40.48454691535845,-80.03611728132627,3800 Brighton Rd,15212
fsq_204,Emmanuel Baptist Church,40.41219676,-79.88057211,229-261 3rd Ave,15104
fsq_205,Boulevard Deli,40.43847880377246,-79.99967232152153,309 Smithfield St,15222
fsq_206,Legends of the North Shore,40.45644171988064,-80.00155507529647,500 E North Ave,15212
fsq_207,Maranatha Bible Baptist Church,40.44190049779527,-79.88286916974165,,15221
fsq_208,Miller-Brady Funeral Home,40.462529657570094,-79.9840722881026,,15212
fsq_209,Reformed Presbyterian Theological Seminary,40.44767229942684,-79.89769708466244,7418 Penn Ave,15208
fsq_210,"Carnegie Library Of Pittsburgh, East Liberty Branch",40.46084122268885,-79.92651234969219,130 S Whitfield St #5920,15206
fsq_211,Wines and Spirits,40.45911610783377,-79.92089044824677,"6320 Shakespeare St, Penn at Shady, in the Shady Hill Center",15206
fsq_212,St. Boniface Catholic Church,40.466954804515375,-80.00005164778634,2208 East St,15212
fsq_213,Donahue Pavilion,40.4491286981637,-79.9503563852376,,15213
fsq_214,St. Rosalia School,40.42726325295767,-79.94130790667309,411 Greenfield Ave,15207
fsq_215,Primanti Bros.,40.441729,-79.956927,"3803 Forbes Avenue, at Bouquet St",15213
fsq_216,UPMC Mercy,40.43679085153983,-79.98575446411074,1400 Locust St,15219
fsq_217,Clean Juice Bar,40.46245184,-79.9271578,5829 Penn Ave,15206
fsq_218,Keystone Oaks High School,40.3872037764756,-80.03014326095581,1000 Kelton Ave,15216
fsq_219,LJ Marks Jewelers,40.3812227,-80.04459949999999,650 Washington Rd Ste 101,15228
fsq_221,Lampher Reservoir,40.49067510163227,-79.95757919631363,,15209
fsq_222,Duquesne University Footbridge,40.43495753004652,-79.99326378203452,,
fsq_223,swissvale park,40.42034293407743,-79.89353655419795,,
fsq_224,Redbox,40.49733334998598,-80.06008176356183,661 Lincoln Ave,15202
fsq_225,Duquesne University - Canevin Hall,40.436144654187295,-79.99211962931622,"Academic Walk, at McAnulty Dr",15219
fsq_226,Vento's Pizza,40.46429004062609,-79.92339507528449,420 N Highland Ave,15206
fsq_227,Western Pennsylvania Humane Society,40.45125706739165,-80.01983141154486,1101 Western Ave,15233
fsq_228,Bus Stop: Fort Pitt Blvd at Smithfield St,40.43759688930135,-80.00243792364004,"Fort Pitt Blvd, Smithfield St",15222
fsq_229,Pat Catan's,40.46523703621105,-80.07343883099452,1250 Chartiers Ave,15136
fsq_230,Foster Plaza Building 7,40.42150290329474,-80.06256118975728,661 Andersen Dr,15220
fsq_231,Mahla Antiques,40.45025635045865,-79.9863880024955,"Smallman St., 17th",
fsq_232,Grace Episcopal Church,40.432326793670654,-80.01147246,"319 W Sycamore St, Bertha St",15211
fsq_233,Bramer House,40.44568769122594,-79.94112211892167,,15232
fsq_234,North Shore Amphitheatre,40.445959,-80.007806,", North Shore",15212
fsq_235,Tepper School of Business,40.44115181957381,-79.9420998733346,Carnegie Mellon University,15213
fsq_236,Pink Box Bakery Cafe,40.43350680744258,-79.9230496429484,2104 Murray Ave,15217
fsq_237,Joe Natoli Field,40.48428534454828,-79.92600095220227,,
fsq_238,Fort Pitt Tunnel,40.43457024698166,-80.019371509552,I-376,15211
fsq_239,Allegheny Cancer Center,40.457644534517,-80.00259196732077,320 E North Ave,15212
fsq_241,Courtney's House,40.432076,-79.954885,3248 Ward St,15213
fsq_242,Smithfield News,40.43748348379186,-80.00060677528381,"115 Smithfield St, at 1st Ave.",15222
fsq_243,Scaife Galleries,40.443558,-79.949334,Carnegie Museum Of Art,
fsq_244,Brookline Presbyterian Church,40.39171638,-80.016471,,
fsq_245,Crazy Mocha,40.46274770918848,-79.95100114070065,4525 Liberty Ave,15224
fsq_246,"Edgewood Police Detail, Traffic Post",40.431457821765385,-79.89294061452097,"South Braddock Avenue, Monongahela Avenue- H Ramp",15218
fsq_247,peppi's,40.44693544747212,-79.89442369031462,7619 Penn Ave,15221
fsq_248,Dollar General,40.45285969052068,-79.9494166110023,"4725 Centre Ave, Pittsburgh, PA 15213",
fsq_249,Oakland Cafe,40.44909633397876,-79.94993020980179,315 N Craig St,15213
fsq_250,Colony Cafe,40.44537350331817,-79.99306680030476,1125 Penn Ave,15222
fsq_251,Kangol Korner - Pittsburgh,40.44746137702096,-80.00797470498102,,15212
fsq_252,St. Anne's Fish Fry,40.36179473779833,-80.02913025792752,,15234
fsq_253,Duke's Upper Deck,40.40548429448168,-79.91286762473946,"122 W 8th Ave, Hays Street",15120
fsq_254,Foley's,40.429879,-79.881304,,
fsq_255,University Center Pool,40.44331687473613,-79.94173278380137,"Jared L Cohon University Center, Carnegie Mellon University",15313
fsq_256,Shady Hill Chiropractic,40.458466,-79.92204,235 Shady Ave,15206
fsq_257,Dickson Park,40.42898227697662,-79.87841606140137,"Westmoreland Ave, Oakview Ave",15218
fsq_258,Brashear High School,40.4183947531092,-80.01766595309923,590 Crane Ave,15216
fsq_259,City Cafe,40.46367414550823,-79.96420595510381,,15201
fsq_260,Sellers House,40.45520252909953,-79.92259054146307,400 Shady Ave,15206
fsq_261,C&D Auto Service,40.464889,-80.073653,Chartiers Avenue,
fsq_262,Sleep Center of Greater Pittsburgh,40.437467,-80.020008,1301 Grandview Ave,15211
fsq_263,West Wing Lounge,40.4429694111125,-79.94071229160404,West Wing House,15217
fsq_264,Crafton Arms,40.43594138264757,-80.07472133433448,"Crafton Blvd, Broadhead Ave",15606
fsq_265,Bluebird Kitchen,40.440611289981554,-80.001716635883,221 Forbes Ave,15222
fsq_266,Penn Station,40.44392372080716,-79.99212240746226,East Busway,15222
fsq_267,Grace and Peace Presbyterian Church @ 4th,40.461563,-79.935266,5450 Friendship Ave,15232
fsq_268,Late For School,40.443949,-79.955535,,15213
fsq_269,Lawrenceville United,40.47708774381661,-79.95716861832435,4839 Butler St,15201
fsq_270,Fantastic Sams Hair Salons,40.36517218,-80.01767141,3607 Library Rd,15234
fsq_271,Port Authority South Hills Junction,40.42101853381901,-80.00705193258658,W. Warrington Ave.,15210
fsq_272,The Nook,40.45200911157277,-79.94260294562449,,15213
fsq_273,Norwood Inn,40.4756498336792,-80.07523655891418,McCoy Rd,15136
fsq_274,The Legends Tent,40.445527,-80.01412665,Heinz Field,
fsq_275,New York Salon & Spa,40.4432801012408,-80.00069054270706,333 Blvd of the Allies,15222
fsq_276,Bloomfield Hardware,40.46301571151423,-79.95115239963145,4519 Liberty Ave,15224
fsq_278,Holy Assumption of St. Mary's Orthodox Church,40.42815774547166,-79.97897640732204,,
fsq_279,Walkin The Dog,40.44375605,-79.92531125,"wilkins avenue, murray avenue",15217
fsq_280,Dukes Bro House,40.427377914405966,-79.9781079477534,1700-1798 Pennsylvania 837,15203
fsq_281,Tai Pei,40.48765797857701,-79.8806856619367,1124 Freeport Rd,15238
fsq_282,Turkish Kebab House,40.43806492634825,-79.92223364672354,7600 Forbes Ave,15217
fsq_283,Murray Kosher,40.43274,-79.925943,,15217
fsq_284,CCAC Jones Hall,40.44950815051401,-80.014805099967,"808 Ridge Ave, at Brighton Rd",15212
fsq_286,First Niagara,40.44163361695407,-79.99935268044491,"Wood, Oliver",15222
fsq_287,Pittsburgh Supercomputing Center,40.44566150191088,-79.94887913442311,"300 S Craig St, at Winthrop St.",15213
fsq_289,CoGo's,40.42827436864918,-79.97080489825436,"2401 E Carson St, at 24th St.",15203
fsq_290,Bloomfield Liedertafel,40.45796457898181,-79.9512742945017,,
fsq_291,Chevron Science Center,40.44605222222322,-79.95738069534545,219 Parkman Ave,15260
fsq_292,St. John Cemetary,40.40500723873557,-79.99207318838327,,15210
fsq_293,Station Square Fire Drill,40.434903990003,-80.00686628488529,,15219
fsq_294,Buttler at 53rd,40.48202298714978,-79.95354717117895,,
fsq_295,Charles L. Cost Sports Center,40.44547756889592,-79.96523297574001,"Charles L. Cost Sport Center Robinson Street PIttsburgh, PA 15213",15213
fsq_296,Carmalt Field,40.38687428064013,-80.00646222675269,,15234
fsq_297,Thomas Jefferson Baseball Field,40.38409835536333,-80.06315588951111,Pinoak Rd,15243
fsq_298,Walking to The Sky,40.444421025508674,-79.9428488369301,Carnegie Mellon University,15213
fsq_299,T-Mobile Oakland,40.44188583690093,-79.95684078901832,"3807 Forbes Ave, S. Bouquet",15213
fsq_300,Pittsburgh Ballet Theatre,40.45737907946058,-79.97281569084204,2900 Liberty Ave,15201
fsq_301,Engineers' Society of Western Pennsylvania,40.43909714939348,-79.99976769298146,337 4th Ave,15222
fsq_302,Alla Famiglia,40.42177217087012,-79.99344038259989,"804 E Warrington Ave, Asteroid Way",15210
fsq_303,10 St Tattoo,40.42876815795898,-79.98756408691406,1020 E Carson St,15203
fsq_304,CVS Pharmacy,40.44915776801179,-79.95035092146311,4610 Centre Ave,15213
fsq_305,Saint John Of God,40.474595,-80.046789,,
fsq_306,Gran Prix,40.3866501182352,-79.8647511145569,"4800 Kennywood Blvd, in Kennywood Park",15122
fsq_307,Mt Oliver Dental,40.41646957397461,-79.98710989952087,145 Brownsville Rd,15210
fsq_308,Suds & Subs,40.46580180934763,-80.06141323228876,700 Chartiers Ave,15136
fsq_309,OCHS Library,40.449169,-79.95035,,
fsq_311,Highland Building Gym,40.460777,-79.924938,121 S Highland Ave,15206
fsq_312,Alberta Modern Hair,40.379240010463015,-80.04547246000239,733 Washington Rd,15228
fsq_313,Western PA School for the Deaf,40.43511044873285,-79.88155515193712,300 E Swissvale Ave,15218
fsq_314,North Side Dental,40.45449546221016,-80.00197923954453,,15212
fsq_315,Pizza Fiesta,40.43803676010312,-80.00003526580358,"14 Smithfield St, 3rd Ave",15222
fsq_316,40 Mount Washington,40.43088201691901,-80.00641854467987,,15219
fsq_318,Penn Aiken Dairy,40.464747,-79.93628898002487,"Penn Ave, Aiken Ave",
fsq_319,East End Assembly of God,40.458896,-79.942362,,15224
fsq_320,Bus Stop Liberty & S Evaline,40.45814,-79.94221,"Liberty Ave, S Evaline St",15224
fsq_321,La Pomponnee Salon & Spa,40.38170430032491,-80.0442368586669,659 Washington Rd,15228
fsq_322,Mt. Oliver,40.4165431215928,-79.98794452119346,,15226
fsq_323,Foster Plaza 9 Smoking Area,40.42336202,-80.06457419,750 Holiday Dr,15220
fsq_324,Hanini Market,40.476362815523736,-80.03110087389207,,
fsq_325,Las Palmas 2,40.43906305436817,-79.9551398604609,326 Atwood St,15213
fsq_326,Family Links,40.460834,-79.868067,,
fsq_327,Mustard And Relics,40.4816,-80.03361,,15212
fsq_328,Armstrong Park,40.38011991010702,-80.01643754488734,Pearce & Highview,15234
fsq_330,McDonald's,40.38628033726007,-80.0931054353714,2100 Washington Pike,15106
fsq_331,United States Post Office,40.440995,-80.034727,"Wabash Street, Main Street",15220
fsq_332,St Joseph Cemetery,40.39788724919212,-80.09287139034556,,
fsq_334,Red White & Blue Thrift Store,40.41070613103224,-80.00604162520662,"890 Saw Mill Run Blvd, Bausman St",15226
fsq_335,Primanti Bros.,40.44010972876188,-79.98612584924015,"1001 5th Ave, in Consol Energy Center",15219
fsq_336,Benny's Flower Shop,40.426357727480415,-79.97727225207302,2012 E Carson St,15203
fsq_337,Allegheny County Jail,40.43455961986368,-79.99239000380113,950 2nd Ave,15219
fsq_338,The Manor,40.43724667317937,-79.92267251014708,1729 Murray Ave,15217
fsq_339,Bass Wolfson Pediatrics,40.443798345718335,-79.92744680157224,,15217
fsq_340,PNC Investment Center,40.38868390871899,-80.0491679460356,291 Beverly Rd,15216
fsq_341,St. Vincent de Paul Thrift Store,40.36675566430521,-80.01412347052678,"3423 Library Rd, Grove Rd",15234
fsq_342,77 Cafe,40.4269244270541,-79.96327239033167,77 Hot Metal St,15203
fsq_343,Shadyside Hospital Cafeteria,40.45424714942501,-79.94134696057577,"Center Ave, Aiken St",
fsq_344,Bellefield Hall Auditorium,40.44542267512056,-79.95124195060367,315 S Bellefield Ave,15213
fsq_345,Delta Foundation of Pittsburgh,40.4370153706934,-79.9997489135116,911 Galveston Ave,15233
fsq_346,Gateway Cafe,40.44199614278275,-80.00530819357952,,15222
fsq_347,Wendy's,40.494122519833006,-80.06358855287539,1015 Ohio River Blvd,15202
